enterprise_id,gst_score,upi_score,aa_score,epfo_score,overall_score,risk_tier,confidence,actual_default
MSME108847,64.3,54.1,,,60.0,B - Moderate,2/4,0
MSME108848,62.7,,87.9,,74.3,B - Moderate,2/4,0
MSME108849,73.4,,64.2,74.6,69.9,B - Moderate,3/4,0
MSME108850,75.0,77.9,,,76.2,A - Strong,2/4,0
MSME108851,72.3,78.5,71.4,,73.7,B - Moderate,3/4,0
MSME108852,30.9,33.9,21.0,,28.4,D - High Risk,3/4,0
MSME108853,55.8,72.1,55.0,,60.1,B - Moderate,3/4,0
MSME108854,,60.7,,69.4,63.2,B - Moderate,2/4,0
MSME108855,53.5,58.1,60.4,71.9,58.6,B - Moderate,4/4,0
MSME108856,,83.2,,,83.2,A - Strong,1/4,0
MSME108857,86.4,,86.0,89.2,86.6,A - Strong,3/4,0
MSME108858,59.5,73.2,,,65.2,B - Moderate,2/4,0
MSME108859,,76.1,,74.6,75.7,A - Strong,2/4,0
MSME108860,43.5,49.2,,,45.9,C - Weak,2/4,0
MSME108861,32.5,39.8,,,35.5,C - Weak,2/4,0
MSME108862,,65.6,,,65.6,B - Moderate,1/4,0
MSME108863,40.7,41.7,,,41.1,C - Weak,2/4,0
MSME108864,,79.1,,86.8,81.3,A - Strong,2/4,0
MSME108865,70.5,92.2,65.2,,74.8,B - Moderate,3/4,0
MSME108866,83.8,76.0,88.9,,83.3,A - Strong,3/4,0
MSME108867,51.1,52.6,,,51.7,C - Weak,2/4,0
MSME108868,74.3,83.5,86.0,,80.8,A - Strong,3/4,0
MSME108869,,56.8,,,56.8,B - Moderate,1/4,0
MSME108870,,32.9,23.6,,27.8,D - High Risk,2/4,0
MSME108871,88.7,88.6,88.3,68.7,86.6,A - Strong,4/4,0
MSME108872,,38.2,,,38.2,C - Weak,1/4,0
MSME108873,49.8,,55.9,,52.6,C - Weak,2/4,0
MSME108874,,66.8,81.9,,75.0,A - Strong,2/4,0
MSME108875,,36.6,41.6,,39.3,C - Weak,2/4,0
MSME108876,83.6,71.4,,,78.5,A - Strong,2/4,0
MSME108877,,70.4,68.1,,69.1,B - Moderate,2/4,0
MSME108878,17.4,22.6,,,19.6,D - High Risk,2/4,0
MSME108879,53.3,63.5,62.0,,59.0,B - Moderate,3/4,0
MSME108880,84.0,93.0,,81.2,86.8,A - Strong,3/4,0
MSME108881,37.9,50.0,,63.4,45.9,C - Weak,3/4,0
MSME108882,,38.1,,,38.1,C - Weak,1/4,0
MSME108883,73.2,80.7,,,76.3,A - Strong,2/4,0
MSME108884,18.4,17.3,38.1,,24.7,D - High Risk,3/4,0
MSME108885,26.7,22.5,,34.2,26.3,D - High Risk,3/4,0
MSME108886,82.5,68.9,89.8,,81.2,A - Strong,3/4,0
MSME108887,,58.0,63.4,,60.9,B - Moderate,2/4,0
MSME108888,84.3,,,,84.3,A - Strong,1/4,0
MSME108889,,85.5,,,85.5,A - Strong,1/4,0
MSME108890,68.7,,,,68.7,B - Moderate,1/4,0
MSME108891,36.3,,,25.9,34.0,D - High Risk,2/4,1
MSME108892,,58.4,,50.9,56.3,B - Moderate,2/4,0
MSME108893,68.9,88.1,62.1,,72.0,B - Moderate,3/4,0
MSME108894,,39.1,,,39.1,C - Weak,1/4,0
MSME108895,,82.6,,,82.6,A - Strong,1/4,0
MSME108896,41.8,54.4,45.6,,46.6,C - Weak,3/4,0
MSME108897,,44.6,38.9,,41.5,C - Weak,2/4,0
MSME108898,,29.4,,,29.4,D - High Risk,1/4,0
MSME108899,,,39.3,,39.3,C - Weak,1/4,1
MSME108900,71.1,71.5,68.3,,70.3,B - Moderate,3/4,0
MSME108901,,,55.3,,55.3,B - Moderate,1/4,0
MSME108902,76.9,84.5,,,80.1,A - Strong,2/4,0
MSME108903,73.1,80.8,,,76.3,A - Strong,2/4,0
MSME108904,,,,41.2,41.2,C - Weak,1/4,1
MSME108905,,60.0,69.8,63.0,65.0,B - Moderate,3/4,0
MSME108906,,28.7,28.7,,28.7,D - High Risk,2/4,0
MSME108907,91.3,85.7,,,89.0,A - Strong,2/4,0
MSME108908,22.3,23.0,,,22.6,D - High Risk,2/4,0
MSME108909,72.8,69.9,,,71.6,B - Moderate,2/4,0
MSME108910,,56.9,,,56.9,B - Moderate,1/4,0
MSME108911,,,89.0,,89.0,A - Strong,1/4,0
MSME108912,,,,58.6,58.6,B - Moderate,1/4,0
MSME108913,,34.9,,,34.9,D - High Risk,1/4,0
MSME108914,,54.9,,,54.9,C - Weak,1/4,0
MSME108915,69.3,84.2,,,75.5,A - Strong,2/4,0
MSME108916,32.5,31.9,,,32.2,D - High Risk,2/4,0
MSME108917,,,,,,Unscoreable,0/4,1
MSME108918,,38.1,,39.7,38.6,C - Weak,2/4,0
MSME108919,74.4,83.5,83.0,,79.8,A - Strong,3/4,0
MSME108920,,49.0,,,49.0,C - Weak,1/4,0
MSME108921,30.0,,,,30.0,D - High Risk,1/4,0
MSME108922,64.0,,64.6,,64.3,B - Moderate,2/4,0
MSME108923,,21.3,,,21.3,D - High Risk,1/4,1
MSME108924,42.2,66.2,46.7,,50.4,C - Weak,3/4,0
MSME108925,21.8,30.8,,,25.6,D - High Risk,2/4,1
MSME108926,33.1,,,42.0,35.1,C - Weak,2/4,0
MSME108927,78.8,,,,78.8,A - Strong,1/4,0
MSME108928,42.6,34.9,55.5,,44.8,C - Weak,3/4,0
MSME108929,,49.9,,,49.9,C - Weak,1/4,0
MSME108930,,50.4,38.8,64.5,47.2,C - Weak,3/4,0
MSME108931,,20.1,,,20.1,D - High Risk,1/4,1
MSME108932,51.8,64.4,52.7,,55.6,B - Moderate,3/4,0
MSME108933,,81.5,72.8,,76.8,A - Strong,2/4,0
MSME108934,90.3,92.6,90.9,94.3,91.5,A - Strong,4/4,0
MSME108935,68.1,,,59.5,66.2,B - Moderate,2/4,0
MSME108936,,,,,,Unscoreable,0/4,0
MSME108937,25.9,37.7,,,30.8,D - High Risk,2/4,1
MSME108938,49.8,55.1,32.6,,45.5,C - Weak,3/4,0
MSME108939,61.7,65.0,57.8,,61.3,B - Moderate,3/4,0
MSME108940,,,30.8,,30.8,D - High Risk,1/4,0
MSME108941,56.1,51.4,68.1,,58.8,B - Moderate,3/4,0
MSME108942,84.3,89.1,,,86.3,A - Strong,2/4,0
MSME108943,88.9,91.7,90.6,,90.2,A - Strong,3/4,0
MSME108944,82.3,92.6,87.3,,86.8,A - Strong,3/4,0
MSME108945,,65.8,69.7,49.8,65.1,B - Moderate,3/4,0
MSME108946,,40.0,,16.8,33.4,D - High Risk,2/4,1
MSME108947,79.4,86.4,,82.7,82.4,A - Strong,3/4,0
MSME108948,22.9,31.1,,,26.3,D - High Risk,2/4,1
MSME108949,,50.4,,,50.4,C - Weak,1/4,1
MSME108950,78.8,81.2,70.0,,76.5,A - Strong,3/4,0
MSME108951,74.2,81.3,78.3,,77.5,A - Strong,3/4,0
MSME108952,39.1,65.6,,45.3,49.5,C - Weak,3/4,0
MSME108953,71.0,,64.6,,68.0,B - Moderate,2/4,0
MSME108954,17.7,25.9,,,21.1,D - High Risk,2/4,1
MSME108955,28.8,40.9,24.1,,30.6,D - High Risk,3/4,0
MSME108956,,,,,,Unscoreable,0/4,0
MSME108957,48.9,78.5,,,61.2,B - Moderate,2/4,0
MSME108958,,44.4,38.1,,41.0,C - Weak,2/4,0
MSME108959,,29.2,,24.7,27.9,D - High Risk,2/4,0
MSME108960,75.8,67.7,,82.0,73.8,B - Moderate,3/4,0
MSME108961,68.0,71.0,,,69.2,B - Moderate,2/4,0
MSME108962,91.3,92.5,88.5,91.8,90.8,A - Strong,4/4,0
MSME108963,,35.4,47.4,,41.9,C - Weak,2/4,0
MSME108964,,79.4,,,79.4,A - Strong,1/4,0
MSME108965,,,36.3,,36.3,C - Weak,1/4,0
MSME108966,,38.0,38.7,,38.4,C - Weak,2/4,0
MSME108967,,21.2,,18.2,20.3,D - High Risk,2/4,1
MSME108968,,59.3,55.6,43.9,55.2,B - Moderate,3/4,0
MSME108969,38.6,52.6,,,44.4,C - Weak,2/4,0
MSME108970,71.5,64.8,,,68.7,B - Moderate,2/4,0
MSME108971,64.1,59.5,66.5,,63.6,B - Moderate,3/4,0
MSME108972,,70.3,72.4,,71.4,B - Moderate,2/4,0
MSME108973,,61.2,,,61.2,B - Moderate,1/4,1
MSME108974,82.7,91.0,,,86.2,A - Strong,2/4,0
MSME108975,,30.9,47.6,,40.0,C - Weak,2/4,0
MSME108976,,52.5,,,52.5,C - Weak,1/4,0
MSME108977,70.2,88.1,68.7,,74.7,B - Moderate,3/4,0
MSME108978,57.0,,63.4,,60.0,B - Moderate,2/4,0
MSME108979,34.4,34.9,31.5,28.1,33.0,D - High Risk,4/4,1
MSME108980,78.2,91.5,84.7,,84.1,A - Strong,3/4,0
MSME108981,46.7,49.5,,,47.9,C - Weak,2/4,0
MSME108982,,25.5,,,25.5,D - High Risk,1/4,0
MSME108983,,,39.2,,39.2,C - Weak,1/4,0
MSME108984,87.6,94.4,,,90.4,A - Strong,2/4,0
MSME108985,,49.2,,,49.2,C - Weak,1/4,0
MSME108986,46.8,71.2,,,57.0,B - Moderate,2/4,0
MSME108987,76.8,,75.0,79.3,76.4,A - Strong,3/4,0
MSME108988,45.8,37.0,,,42.1,C - Weak,2/4,0
MSME108989,79.9,77.0,76.3,,77.9,A - Strong,3/4,0
MSME108990,26.5,26.8,,,26.6,D - High Risk,2/4,1
MSME108991,,20.9,,,20.9,D - High Risk,1/4,0
MSME108992,20.1,20.0,22.6,,20.9,D - High Risk,3/4,1
MSME108993,67.9,63.8,85.3,,72.6,B - Moderate,3/4,0
MSME108994,,38.4,,,38.4,C - Weak,1/4,0
MSME108995,86.2,,91.9,,88.8,A - Strong,2/4,0
MSME108996,,,,,,Unscoreable,0/4,0
MSME108997,,59.2,,,59.2,B - Moderate,1/4,0
MSME108998,86.8,87.8,,73.0,85.2,A - Strong,3/4,0
MSME108999,41.0,,62.1,,50.7,C - Weak,2/4,0
MSME109000,,,59.3,,59.3,B - Moderate,1/4,0
MSME109001,24.6,38.8,,,30.5,D - High Risk,2/4,1
MSME109002,,19.0,34.0,,27.2,D - High Risk,2/4,0
MSME109003,,36.0,,,36.0,C - Weak,1/4,1
MSME109004,41.7,48.1,,,44.4,C - Weak,2/4,1
MSME109005,37.2,34.1,,37.6,36.2,C - Weak,3/4,0
MSME109006,,37.7,,38.6,38.0,C - Weak,2/4,0
MSME109007,68.0,75.4,,,71.1,B - Moderate,2/4,0
MSME109008,90.6,89.0,88.6,,89.5,A - Strong,3/4,0
MSME109009,,36.2,,,36.2,C - Weak,1/4,0
MSME109010,81.6,80.7,,,81.2,A - Strong,2/4,0
MSME109011,67.3,79.3,69.0,,71.2,B - Moderate,3/4,0
MSME109012,,43.7,51.9,,48.2,C - Weak,2/4,0
MSME109013,,26.4,,,26.4,D - High Risk,1/4,0
MSME109014,,54.1,37.4,60.7,47.4,C - Weak,3/4,0
MSME109015,27.6,28.9,24.5,,26.9,D - High Risk,3/4,0
MSME109016,86.0,84.0,81.6,72.0,82.8,A - Strong,4/4,0
MSME109017,42.2,,27.0,22.0,33.4,D - High Risk,3/4,0
MSME109018,83.0,89.7,,,85.8,A - Strong,2/4,0
MSME109019,71.3,76.9,69.8,,72.4,B - Moderate,3/4,0
MSME109020,,42.8,51.9,,47.8,C - Weak,2/4,0
MSME109021,87.4,91.7,,88.0,89.0,A - Strong,3/4,0
MSME109022,75.1,,82.2,75.0,77.9,A - Strong,3/4,0
MSME109023,,36.6,33.2,,34.7,D - High Risk,2/4,0
MSME109024,24.3,33.4,,30.7,28.5,D - High Risk,3/4,1
MSME109025,40.3,50.3,,,44.5,C - Weak,2/4,0
MSME109026,33.5,40.3,,,36.3,C - Weak,2/4,0
MSME109027,24.8,31.7,28.9,,28.1,D - High Risk,3/4,1
MSME109028,18.8,20.0,,,19.3,D - High Risk,2/4,0
MSME109029,,,,,,Unscoreable,0/4,1
MSME109030,40.9,56.5,,,47.4,C - Weak,2/4,1
MSME109031,51.1,38.6,48.1,,46.6,C - Weak,3/4,0
MSME109032,82.2,92.7,,,86.6,A - Strong,2/4,0
MSME109033,55.7,,,46.9,53.7,C - Weak,2/4,0
MSME109034,,42.6,51.2,,47.3,C - Weak,2/4,0
MSME109035,,80.8,75.2,93.2,80.1,A - Strong,3/4,0
MSME109036,89.3,91.7,,85.9,89.7,A - Strong,3/4,0
MSME109037,,29.3,19.7,,24.1,D - High Risk,2/4,0
MSME109038,,29.0,,,29.0,D - High Risk,1/4,0
MSME109039,24.4,31.9,,,27.5,D - High Risk,2/4,1
MSME109040,49.9,53.6,60.2,,54.4,C - Weak,3/4,0
MSME109041,83.4,84.9,,,84.0,A - Strong,2/4,0
MSME109042,65.7,66.1,70.3,,67.3,B - Moderate,3/4,0
MSME109043,,35.8,,,35.8,C - Weak,1/4,1
MSME109044,40.3,47.9,,49.4,44.3,C - Weak,3/4,0
MSME109045,,60.7,55.0,,57.6,B - Moderate,2/4,0
MSME109046,,61.2,,,61.2,B - Moderate,1/4,0
MSME109047,61.1,75.9,,,67.3,B - Moderate,2/4,0
MSME109048,67.2,,,58.8,65.3,B - Moderate,2/4,0
MSME109049,42.1,67.4,,,52.6,C - Weak,2/4,0
MSME109050,38.1,43.2,34.6,,38.4,C - Weak,3/4,0
MSME109051,,22.8,,,22.8,D - High Risk,1/4,0
MSME109052,54.5,47.9,,58.2,52.7,C - Weak,3/4,0
MSME109053,,64.3,,,64.3,B - Moderate,1/4,0
MSME109054,,,63.5,62.7,63.3,B - Moderate,2/4,0
MSME109055,81.5,92.6,,,86.1,A - Strong,2/4,0
MSME109056,,,,,,Unscoreable,0/4,1
MSME109057,80.8,85.6,83.1,90.1,83.6,A - Strong,4/4,0
MSME109058,52.8,59.3,52.5,,54.5,C - Weak,3/4,0
MSME109059,54.2,,,,54.2,C - Weak,1/4,0
MSME109060,,,,,,Unscoreable,0/4,1
MSME109061,84.9,88.0,82.8,,85.1,A - Strong,3/4,0
MSME109062,,71.1,,,71.1,B - Moderate,1/4,0
MSME109063,66.9,,,69.3,67.4,B - Moderate,2/4,0
MSME109064,49.1,57.1,62.2,,55.7,B - Moderate,3/4,0
MSME109065,,24.4,25.9,,25.2,D - High Risk,2/4,0
MSME109066,,25.9,,,25.9,D - High Risk,1/4,1
MSME109067,,32.0,,,32.0,D - High Risk,1/4,0
MSME109068,45.1,63.4,,,52.7,C - Weak,2/4,1
MSME109069,,27.4,29.0,39.4,30.0,D - High Risk,3/4,0
MSME109070,75.4,79.5,,,77.1,A - Strong,2/4,0
MSME109071,51.0,44.7,58.3,,51.7,C - Weak,3/4,0
MSME109072,53.3,79.0,51.9,57.3,59.7,B - Moderate,4/4,0
MSME109073,27.0,,15.8,25.8,22.4,D - High Risk,3/4,1
MSME109074,41.4,56.3,,46.0,47.4,C - Weak,3/4,0
MSME109075,63.1,57.7,66.3,,62.7,B - Moderate,3/4,0
MSME109076,49.7,,,,49.7,C - Weak,1/4,0
MSME109077,,62.8,68.2,55.1,64.1,B - Moderate,3/4,0
MSME109078,49.8,61.6,,,54.7,C - Weak,2/4,0
MSME109079,,54.7,,,54.7,C - Weak,1/4,0
MSME109080,75.0,67.9,,,72.0,B - Moderate,2/4,0
MSME109081,,64.5,,,64.5,B - Moderate,1/4,0
MSME109082,63.0,54.1,72.0,75.2,64.7,B - Moderate,4/4,1
MSME109083,88.4,93.6,87.7,,89.6,A - Strong,3/4,0
MSME109084,,26.1,41.4,,34.4,D - High Risk,2/4,1
MSME109085,,,,,,Unscoreable,0/4,0
MSME109086,,75.5,88.3,,82.5,A - Strong,2/4,0
MSME109087,87.4,,92.4,94.5,90.3,A - Strong,3/4,0
MSME109088,75.9,86.6,,,80.4,A - Strong,2/4,0
MSME109089,,,,,,Unscoreable,0/4,0
MSME109090,86.0,90.5,,,87.9,A - Strong,2/4,0
MSME109091,68.7,69.6,,,69.1,B - Moderate,2/4,0
MSME109092,49.8,45.7,,,48.1,C - Weak,2/4,0
MSME109093,,,15.9,23.2,17.7,D - High Risk,2/4,1
MSME109094,,52.3,,,52.3,C - Weak,1/4,0
MSME109095,37.3,47.3,,,41.5,C - Weak,2/4,1
MSME109096,,71.2,83.1,,77.7,A - Strong,2/4,0
MSME109097,63.9,62.2,,,63.2,B - Moderate,2/4,0
MSME109098,54.3,60.0,,,56.7,B - Moderate,2/4,0
MSME109099,61.1,,,58.2,60.5,B - Moderate,2/4,1
MSME109100,,69.9,,,69.9,B - Moderate,1/4,0
MSME109101,,56.5,43.1,,49.2,C - Weak,2/4,0
MSME109102,66.5,58.5,49.2,,58.5,B - Moderate,3/4,0
MSME109103,,85.7,77.8,,81.4,A - Strong,2/4,0
MSME109104,,43.2,,,43.2,C - Weak,1/4,1
MSME109105,39.8,43.9,36.4,,39.8,C - Weak,3/4,1
MSME109106,,35.7,,,35.7,C - Weak,1/4,0
MSME109107,,51.9,78.5,,66.4,B - Moderate,2/4,0
MSME109108,89.2,86.3,90.6,92.9,89.3,A - Strong,4/4,0
MSME109109,83.5,89.8,84.6,,85.6,A - Strong,3/4,0
MSME109110,87.4,90.8,87.4,78.8,87.4,A - Strong,4/4,0
MSME109111,66.1,65.4,86.5,,72.7,B - Moderate,3/4,0
MSME109112,76.4,90.6,81.3,,82.0,A - Strong,3/4,0
MSME109113,70.2,,,,70.2,B - Moderate,1/4,0
MSME109114,53.1,53.1,,,53.1,C - Weak,2/4,0
MSME109115,62.5,,,,62.5,B - Moderate,1/4,1
MSME109116,57.8,74.5,62.0,,63.8,B - Moderate,3/4,0
MSME109117,54.1,51.0,50.4,,52.0,C - Weak,3/4,0
MSME109118,41.9,50.1,,,45.3,C - Weak,2/4,0
MSME109119,81.7,80.4,,,81.2,A - Strong,2/4,0
MSME109120,,40.3,,,40.3,C - Weak,1/4,0
MSME109121,41.8,,43.1,34.3,41.3,C - Weak,3/4,0
MSME109122,76.3,71.4,82.2,,76.9,A - Strong,3/4,0
MSME109123,60.9,53.3,,,57.7,B - Moderate,2/4,0
MSME109124,,64.4,,,64.4,B - Moderate,1/4,0
MSME109125,,39.0,,63.0,45.9,C - Weak,2/4,0
MSME109126,47.2,60.7,,,52.8,C - Weak,2/4,0
MSME109127,83.3,93.9,,,87.7,A - Strong,2/4,0
MSME109128,,20.7,,,20.7,D - High Risk,1/4,0
MSME109129,86.2,88.1,86.8,93.4,87.6,A - Strong,4/4,0
MSME109130,79.5,84.6,64.9,,76.1,A - Strong,3/4,0
MSME109131,71.1,,,,71.1,B - Moderate,1/4,0
MSME109132,61.2,61.5,63.4,,62.0,B - Moderate,3/4,0
MSME109133,,33.1,,,33.1,D - High Risk,1/4,0
MSME109134,54.0,65.8,68.3,58.1,61.6,B - Moderate,4/4,0
MSME109135,,73.8,83.5,91.7,81.0,A - Strong,3/4,0
MSME109136,88.1,89.1,92.6,,89.9,A - Strong,3/4,0
MSME109137,,,66.9,,66.9,B - Moderate,1/4,0
MSME109138,87.9,90.1,,,88.8,A - Strong,2/4,0
MSME109139,,69.5,69.1,,69.3,B - Moderate,2/4,0
MSME109140,,39.0,35.4,,37.0,C - Weak,2/4,0
MSME109141,85.2,91.0,81.7,,85.6,A - Strong,3/4,0
MSME109142,71.7,77.4,,,74.1,B - Moderate,2/4,0
MSME109143,,84.9,,,84.9,A - Strong,1/4,0
MSME109144,,50.2,42.5,,46.0,C - Weak,2/4,1
MSME109145,87.0,92.6,84.7,,87.8,A - Strong,3/4,0
MSME109146,54.1,52.7,63.1,,56.7,B - Moderate,3/4,0
MSME109147,70.3,46.9,58.9,,60.0,B - Moderate,3/4,0
MSME109148,,20.5,,,20.5,D - High Risk,1/4,0
MSME109149,26.1,46.3,,,34.5,D - High Risk,2/4,0
MSME109150,,57.6,,,57.6,B - Moderate,1/4,0
MSME109151,78.8,82.1,87.4,,82.6,A - Strong,3/4,0
MSME109152,,67.1,,,67.1,B - Moderate,1/4,0
MSME109153,81.2,90.0,85.6,86.6,85.3,A - Strong,4/4,0
MSME109154,,56.0,79.0,,68.5,B - Moderate,2/4,0
MSME109155,,59.6,,51.1,57.2,B - Moderate,2/4,0
MSME109156,66.7,55.9,,67.7,63.0,B - Moderate,3/4,0
MSME109157,,58.6,,,58.6,B - Moderate,1/4,0
MSME109158,,23.3,,,23.3,D - High Risk,1/4,1
MSME109159,21.5,36.8,,,27.9,D - High Risk,2/4,0
MSME109160,37.7,35.4,52.0,,41.8,C - Weak,3/4,1
MSME109161,32.8,,44.9,43.7,39.1,C - Weak,3/4,0
MSME109162,77.1,,75.2,,76.2,A - Strong,2/4,0
MSME109163,,72.3,77.9,,75.4,A - Strong,2/4,0
MSME109164,,64.0,77.4,,71.3,B - Moderate,2/4,0
MSME109165,73.5,83.7,71.2,,75.6,A - Strong,3/4,0
MSME109166,,47.5,21.3,,33.2,D - High Risk,2/4,0
MSME109167,,53.7,60.3,,57.3,B - Moderate,2/4,0
MSME109168,58.2,83.1,,,68.6,B - Moderate,2/4,0
MSME109169,69.1,67.4,66.9,,67.9,B - Moderate,3/4,0
MSME109170,,63.0,65.1,,64.1,B - Moderate,2/4,0
MSME109171,27.8,,,22.4,26.6,D - High Risk,2/4,1
MSME109172,23.8,28.6,,,25.8,D - High Risk,2/4,0
MSME109173,,40.9,45.4,,43.4,C - Weak,2/4,0
MSME109174,74.1,,90.8,,81.8,A - Strong,2/4,0
MSME109175,83.4,,,83.4,83.4,A - Strong,2/4,0
MSME109176,22.2,24.5,22.0,,22.8,D - High Risk,3/4,0
MSME109177,,33.1,,50.6,38.1,C - Weak,2/4,0
MSME109178,89.3,87.9,,78.6,87.3,A - Strong,3/4,0
MSME109179,59.9,75.1,44.5,,59.0,B - Moderate,3/4,0
MSME109180,,30.4,,,30.4,D - High Risk,1/4,1
MSME109181,24.2,26.2,,,25.0,D - High Risk,2/4,1
MSME109182,,43.2,,,43.2,C - Weak,1/4,0
MSME109183,81.8,,83.5,87.3,83.2,A - Strong,3/4,0
MSME109184,42.1,,51.2,,46.3,C - Weak,2/4,0
MSME109185,53.2,48.4,,58.2,52.2,C - Weak,3/4,0
MSME109186,,53.8,,,53.8,C - Weak,1/4,0
MSME109187,37.0,,,,37.0,C - Weak,1/4,0
MSME109188,62.8,,64.9,,63.8,B - Moderate,2/4,0
MSME109189,,,37.1,44.4,38.9,C - Weak,2/4,0
MSME109190,23.9,,24.1,,24.0,D - High Risk,2/4,0
MSME109191,64.2,62.1,,88.2,66.9,B - Moderate,3/4,0
MSME109192,38.8,,,,38.8,C - Weak,1/4,0
MSME109193,71.8,72.6,,71.0,72.0,B - Moderate,3/4,0
MSME109194,30.9,36.4,,,33.2,D - High Risk,2/4,0
MSME109195,,34.0,,,34.0,D - High Risk,1/4,1
MSME109196,,,,,,Unscoreable,0/4,1
MSME109197,,,,,,Unscoreable,0/4,0
MSME109198,,35.0,,,35.0,C - Weak,1/4,0
MSME109199,,47.6,,,47.6,C - Weak,1/4,1
MSME109200,,83.9,78.1,,80.7,A - Strong,2/4,0
MSME109201,85.0,88.3,90.2,90.4,87.9,A - Strong,4/4,0
MSME109202,64.1,55.5,58.7,,59.9,B - Moderate,3/4,0
MSME109203,62.8,60.4,73.7,,65.8,B - Moderate,3/4,0
MSME109204,,30.9,,,30.9,D - High Risk,1/4,0
MSME109205,76.6,78.6,79.1,74.9,77.7,A - Strong,4/4,0
MSME109206,,67.6,45.6,,55.6,B - Moderate,2/4,0
MSME109207,76.5,84.8,80.0,,80.0,A - Strong,3/4,0
MSME109208,,,56.7,,56.7,B - Moderate,1/4,0
MSME109209,83.3,88.2,,,85.3,A - Strong,2/4,0
MSME109210,43.6,,51.1,60.7,48.9,C - Weak,3/4,0
MSME109211,35.1,56.7,,,44.1,C - Weak,2/4,0
MSME109212,21.3,36.9,,,27.8,D - High Risk,2/4,0
MSME109213,,,82.6,,82.6,A - Strong,1/4,0
MSME109214,87.8,86.9,88.1,,87.7,A - Strong,3/4,0
MSME109215,,,,20.7,20.7,D - High Risk,1/4,0
MSME109216,89.9,79.8,80.3,89.8,84.5,A - Strong,4/4,0
MSME109217,86.3,,90.3,93.2,88.8,A - Strong,3/4,0
MSME109218,49.8,,59.8,68.0,56.2,B - Moderate,3/4,0
MSME109219,,69.0,66.0,,67.4,B - Moderate,2/4,0
MSME109220,91.4,90.6,91.5,93.2,91.4,A - Strong,4/4,0
MSME109221,48.2,53.5,,,50.4,C - Weak,2/4,0
MSME109222,,38.8,,,38.8,C - Weak,1/4,0
MSME109223,37.9,,36.8,,37.4,C - Weak,2/4,0
MSME109224,23.6,30.7,,,26.6,D - High Risk,2/4,1
MSME109225,73.9,,,86.8,76.8,A - Strong,2/4,0
MSME109226,91.4,91.7,93.5,92.7,92.2,A - Strong,4/4,0
MSME109227,,,,,,Unscoreable,0/4,0
MSME109228,,78.5,75.2,,76.7,A - Strong,2/4,0
MSME109229,59.8,59.4,,44.9,57.5,B - Moderate,3/4,0
MSME109230,22.8,22.7,,,22.8,D - High Risk,2/4,0
MSME109231,61.9,,57.4,,59.8,B - Moderate,2/4,0
MSME109232,,60.9,42.1,,50.6,C - Weak,2/4,0
MSME109233,28.9,39.5,38.6,,35.1,C - Weak,3/4,0
MSME109234,,58.3,,,58.3,B - Moderate,1/4,0
MSME109235,75.2,81.3,73.2,,76.2,A - Strong,3/4,0
MSME109236,,41.6,,,41.6,C - Weak,1/4,0
MSME109237,72.3,,,,72.3,B - Moderate,1/4,0
MSME109238,,51.8,64.0,,58.5,B - Moderate,2/4,1
MSME109239,75.6,78.8,,68.8,75.8,A - Strong,3/4,0
MSME109240,,34.0,,,34.0,D - High Risk,1/4,0
MSME109241,,65.5,60.3,,62.7,B - Moderate,2/4,0
MSME109242,,70.3,,,70.3,B - Moderate,1/4,0
MSME109243,66.7,65.3,53.5,,61.9,B - Moderate,3/4,0
MSME109244,,34.0,,,34.0,D - High Risk,1/4,0
MSME109245,68.0,58.4,64.1,,64.0,B - Moderate,3/4,0
MSME109246,22.3,34.7,,,27.5,D - High Risk,2/4,0
MSME109247,28.6,46.5,,,36.1,C - Weak,2/4,1
MSME109248,,55.2,,65.3,58.1,B - Moderate,2/4,0
MSME109249,54.8,53.6,,35.2,51.6,C - Weak,3/4,0
MSME109250,,40.0,44.5,,42.5,C - Weak,2/4,0
MSME109251,32.4,42.2,19.2,,30.7,D - High Risk,3/4,0
MSME109252,39.7,,51.5,,45.1,C - Weak,2/4,0
MSME109253,38.4,52.7,,47.2,44.8,C - Weak,3/4,0
MSME109254,65.8,63.5,57.1,38.0,59.8,B - Moderate,4/4,0
MSME109255,79.7,,,,79.7,A - Strong,1/4,0
MSME109256,,75.6,,,75.6,A - Strong,1/4,0
MSME109257,,,67.2,,67.2,B - Moderate,1/4,0
MSME109258,,64.4,,,64.4,B - Moderate,1/4,0
MSME109259,86.8,92.4,,86.7,88.8,A - Strong,3/4,0
MSME109260,,69.4,57.8,,63.1,B - Moderate,2/4,0
MSME109261,82.4,67.4,83.9,,78.7,A - Strong,3/4,0
MSME109262,71.5,78.7,61.1,,70.0,B - Moderate,3/4,0
MSME109263,38.4,,39.6,,39.0,C - Weak,2/4,0
MSME109264,75.5,84.6,70.8,,76.5,A - Strong,3/4,0
MSME109265,91.8,88.8,89.3,91.9,90.3,A - Strong,4/4,0
MSME109266,,,,,,Unscoreable,0/4,1
MSME109267,85.8,83.1,,,84.7,A - Strong,2/4,0
MSME109268,87.0,81.2,90.3,,86.5,A - Strong,3/4,0
MSME109269,,35.1,42.9,,39.4,C - Weak,2/4,1
MSME109270,,32.6,18.0,,24.6,D - High Risk,2/4,1
MSME109271,41.3,,55.9,55.2,49.0,C - Weak,3/4,0
MSME109272,69.0,77.0,57.6,68.2,67.5,B - Moderate,4/4,0
