enterprise_id,gst_score,upi_score,aa_score,epfo_score,overall_score,risk_tier,confidence,actual_default
MSME109597,81.3,86.6,,,83.5,A - Strong,2/4,0
MSME109598,71.3,86.0,73.1,,76.0,A - Strong,3/4,0
MSME109599,,32.1,21.8,,26.5,D - High Risk,2/4,0
MSME109600,,59.7,,,59.7,B - Moderate,1/4,0
MSME109601,,,,,,Unscoreable,0/4,0
MSME109602,,81.1,,87.7,83.0,A - Strong,2/4,0
MSME109603,85.1,,86.0,,85.5,A - Strong,2/4,0
MSME109604,,36.0,,,36.0,C - Weak,1/4,1
MSME109605,59.7,,53.4,57.3,56.9,B - Moderate,3/4,1
MSME109606,,,,,,Unscoreable,0/4,0
MSME109607,,20.4,25.4,,23.1,D - High Risk,2/4,0
MSME109608,66.5,79.8,68.4,74.3,71.2,B - Moderate,4/4,0
MSME109609,26.0,36.5,,,30.4,D - High Risk,2/4,0
MSME109610,,61.6,62.2,48.8,59.9,B - Moderate,3/4,1
MSME109611,41.1,43.8,23.8,26.2,35.1,C - Weak,4/4,0
MSME109612,51.5,72.2,,,60.1,B - Moderate,2/4,0
MSME109613,34.9,31.4,40.7,,35.9,C - Weak,3/4,0
MSME109614,,90.5,,,90.5,A - Strong,1/4,0
MSME109615,,,,20.2,20.2,D - High Risk,1/4,1
MSME109616,,36.4,43.7,,40.4,C - Weak,2/4,0
MSME109617,43.6,32.1,31.0,,36.2,C - Weak,3/4,1
MSME109618,74.0,87.3,74.6,,77.9,A - Strong,3/4,0
MSME109619,76.3,,,77.1,76.5,A - Strong,2/4,0
MSME109620,,24.5,,44.4,30.2,D - High Risk,2/4,0
MSME109621,72.5,89.3,,84.3,80.2,A - Strong,3/4,0
MSME109622,63.9,,,69.7,65.2,B - Moderate,2/4,0
MSME109623,77.2,79.2,75.5,,77.2,A - Strong,3/4,0
MSME109624,88.5,92.1,,89.0,89.9,A - Strong,3/4,0
MSME109625,45.9,,42.8,61.2,46.7,C - Weak,3/4,0
MSME109626,,25.9,48.4,,38.2,C - Weak,2/4,0
MSME109627,20.9,27.2,,,23.5,D - High Risk,2/4,1
MSME109628,,57.3,41.0,73.4,52.3,C - Weak,3/4,0
MSME109629,87.0,,90.1,87.6,88.3,A - Strong,3/4,0
MSME109630,86.2,,91.4,87.0,88.4,A - Strong,3/4,0
MSME109631,72.9,84.8,73.6,79.5,76.7,A - Strong,4/4,0
MSME109632,,21.2,,,21.2,D - High Risk,1/4,0
MSME109633,63.4,65.1,,,64.1,B - Moderate,2/4,0
MSME109634,55.3,79.0,,,65.2,B - Moderate,2/4,0
MSME109635,85.8,93.8,86.7,,88.3,A - Strong,3/4,0
MSME109636,79.9,85.5,84.1,,82.9,A - Strong,3/4,0
MSME109637,22.8,,18.6,26.5,21.6,D - High Risk,3/4,0
MSME109638,,30.1,27.7,,28.8,D - High Risk,2/4,0
MSME109639,62.6,84.0,64.0,,69.0,B - Moderate,3/4,0
MSME109640,,67.1,57.1,,61.6,B - Moderate,2/4,0
MSME109641,,51.8,,59.1,53.9,C - Weak,2/4,0
MSME109642,,73.3,81.7,88.5,79.5,A - Strong,3/4,0
MSME109643,,54.0,55.6,,54.9,C - Weak,2/4,0
MSME109644,74.1,,,,74.1,B - Moderate,1/4,1
MSME109645,76.2,86.6,72.2,,77.8,A - Strong,3/4,0
MSME109646,,59.9,,,59.9,B - Moderate,1/4,0
MSME109647,,39.6,62.1,,51.9,C - Weak,2/4,0
MSME109648,72.8,56.5,63.9,,65.3,B - Moderate,3/4,0
MSME109649,,64.2,72.9,,68.9,B - Moderate,2/4,0
MSME109650,43.4,,47.1,35.2,43.8,C - Weak,3/4,0
MSME109651,37.9,72.8,41.7,,48.9,C - Weak,3/4,0
MSME109652,28.9,33.0,,,30.6,D - High Risk,2/4,1
MSME109653,,,,,,Unscoreable,0/4,0
MSME109654,41.7,84.8,66.1,,61.8,B - Moderate,3/4,0
MSME109655,69.1,91.6,67.2,51.6,72.4,B - Moderate,4/4,0
MSME109656,48.4,47.4,,,48.0,C - Weak,2/4,1
MSME109657,75.3,88.8,77.9,,79.9,A - Strong,3/4,0
MSME109658,,50.0,,,50.0,C - Weak,1/4,0
MSME109659,25.3,43.6,,,32.9,D - High Risk,2/4,0
MSME109660,54.7,51.6,,,53.4,C - Weak,2/4,0
MSME109661,43.0,,44.7,,43.8,C - Weak,2/4,1
MSME109662,,31.3,,50.7,36.8,C - Weak,2/4,0
MSME109663,79.6,,,93.4,82.7,A - Strong,2/4,0
MSME109664,,,,,,Unscoreable,0/4,0
MSME109665,56.7,52.1,,,54.8,C - Weak,2/4,0
MSME109666,,,81.1,74.5,79.4,A - Strong,2/4,0
MSME109667,68.2,,60.3,,64.6,B - Moderate,2/4,1
MSME109668,,55.7,,,55.7,B - Moderate,1/4,0
MSME109669,63.4,,,,63.4,B - Moderate,1/4,0
MSME109670,29.5,28.9,20.8,19.4,25.7,D - High Risk,4/4,0
MSME109671,78.6,,87.8,,82.8,A - Strong,2/4,0
MSME109672,74.1,86.2,,,79.1,A - Strong,2/4,0
MSME109673,,37.6,,,37.6,C - Weak,1/4,0
MSME109674,,53.1,68.8,,61.7,B - Moderate,2/4,0
MSME109675,40.7,48.5,34.3,,40.7,C - Weak,3/4,0
MSME109676,33.4,62.0,,,45.3,C - Weak,2/4,0
MSME109677,74.1,,,,74.1,B - Moderate,1/4,0
MSME109678,,25.6,,,25.6,D - High Risk,1/4,0
MSME109679,65.7,59.7,,,63.2,B - Moderate,2/4,0
MSME109680,19.9,26.9,20.3,,22.0,D - High Risk,3/4,0
MSME109681,,29.5,,,29.5,D - High Risk,1/4,1
MSME109682,90.9,90.4,89.4,90.0,90.2,A - Strong,4/4,0
MSME109683,39.5,41.2,,,40.2,C - Weak,2/4,0
MSME109684,84.3,86.8,,,85.3,A - Strong,2/4,0
MSME109685,,60.6,,,60.6,B - Moderate,1/4,0
MSME109686,,38.8,,,38.8,C - Weak,1/4,0
MSME109687,55.1,62.1,,39.7,55.4,B - Moderate,3/4,0
MSME109688,65.1,,,,65.1,B - Moderate,1/4,0
MSME109689,25.7,36.2,41.2,,33.8,D - High Risk,3/4,0
MSME109690,,22.2,35.2,,29.3,D - High Risk,2/4,0
MSME109691,,39.2,,,39.2,C - Weak,1/4,0
MSME109692,,38.6,45.5,44.8,42.7,C - Weak,3/4,0
MSME109693,34.5,44.1,33.6,,36.9,C - Weak,3/4,0
MSME109694,72.7,77.4,,,74.7,B - Moderate,2/4,0
MSME109695,,,,,,Unscoreable,0/4,0
MSME109696,59.5,,61.0,,60.2,B - Moderate,2/4,0
MSME109697,,84.0,,,84.0,A - Strong,1/4,0
MSME109698,22.1,27.3,,,24.3,D - High Risk,2/4,1
MSME109699,,43.0,35.9,,39.1,C - Weak,2/4,0
MSME109700,,49.0,51.2,,50.2,C - Weak,2/4,0
MSME109701,67.9,68.5,64.5,,66.9,B - Moderate,3/4,0
MSME109702,48.5,35.1,,56.2,44.8,C - Weak,3/4,0
MSME109703,,42.5,,51.9,45.2,C - Weak,2/4,0
MSME109704,,51.4,35.3,,42.6,C - Weak,2/4,1
MSME109705,,61.4,,,61.4,B - Moderate,1/4,0
MSME109706,,,,,,Unscoreable,0/4,0
MSME109707,82.2,,,,82.2,A - Strong,1/4,0
MSME109708,77.3,81.3,,77.0,78.7,A - Strong,3/4,0
MSME109709,48.9,63.8,,,55.1,B - Moderate,2/4,0
MSME109710,39.8,52.2,55.1,68.6,50.4,C - Weak,4/4,0
MSME109711,,,,,,Unscoreable,0/4,0
MSME109712,68.6,76.0,80.6,,74.7,B - Moderate,3/4,0
MSME109713,76.9,87.8,59.8,63.0,73.1,B - Moderate,4/4,0
MSME109714,45.0,46.1,41.2,,44.0,C - Weak,3/4,0
MSME109715,80.2,86.2,,,82.7,A - Strong,2/4,0
MSME109716,,,51.9,68.4,56.0,B - Moderate,2/4,0
MSME109717,86.8,90.3,87.0,,87.8,A - Strong,3/4,0
MSME109718,,23.5,,21.9,23.0,D - High Risk,2/4,1
MSME109719,,58.0,,,58.0,B - Moderate,1/4,0
MSME109720,38.6,,35.7,,37.3,C - Weak,2/4,0
MSME109721,81.9,84.8,,58.3,79.6,A - Strong,3/4,0
MSME109722,,84.1,,83.3,83.9,A - Strong,2/4,0
MSME109723,65.1,,,72.9,66.8,B - Moderate,2/4,0
MSME109724,,,,,,Unscoreable,0/4,0
MSME109725,29.5,48.3,,27.2,35.9,C - Weak,3/4,0
MSME109726,53.3,60.7,72.6,,61.8,B - Moderate,3/4,1
MSME109727,,45.5,35.5,,40.0,C - Weak,2/4,0
MSME109728,70.2,67.6,50.8,,63.0,B - Moderate,3/4,0
MSME109729,86.4,87.4,,86.4,86.8,A - Strong,3/4,0
MSME109730,65.3,75.4,,,69.5,B - Moderate,2/4,0
MSME109731,,87.2,,,87.2,A - Strong,1/4,0
MSME109732,76.3,,69.8,80.0,74.2,B - Moderate,3/4,0
MSME109733,89.0,94.0,89.4,,90.5,A - Strong,3/4,0
MSME109734,,50.6,36.6,,43.0,C - Weak,2/4,0
MSME109735,35.7,22.6,34.6,,31.7,D - High Risk,3/4,0
MSME109736,,20.8,,,20.8,D - High Risk,1/4,0
MSME109737,65.2,67.4,,,66.1,B - Moderate,2/4,0
MSME109738,81.2,77.1,85.3,,81.4,A - Strong,3/4,0
MSME109739,33.4,,44.6,54.6,40.7,C - Weak,3/4,1
MSME109740,47.5,51.1,,,49.0,C - Weak,2/4,0
MSME109741,,20.6,,,20.6,D - High Risk,1/4,0
MSME109742,,25.6,19.9,,22.5,D - High Risk,2/4,1
MSME109743,73.3,60.6,56.5,,64.2,B - Moderate,3/4,1
MSME109744,47.2,,61.3,60.8,54.7,C - Weak,3/4,1
MSME109745,26.3,,31.4,,28.7,D - High Risk,2/4,1
MSME109746,,25.3,18.5,,21.6,D - High Risk,2/4,0
MSME109747,82.1,87.7,78.5,,82.5,A - Strong,3/4,0
MSME109748,77.6,70.1,,48.4,70.8,B - Moderate,3/4,0
MSME109749,,28.6,,41.8,32.4,D - High Risk,2/4,0
MSME109750,70.4,,70.0,74.8,70.8,B - Moderate,3/4,0
MSME109751,,58.8,,55.8,57.9,B - Moderate,2/4,0
MSME109752,,59.8,60.5,,60.2,B - Moderate,2/4,0
MSME109753,,,42.9,,42.9,C - Weak,1/4,0
MSME109754,,74.3,68.4,,71.1,B - Moderate,2/4,0
MSME109755,,29.6,,,29.6,D - High Risk,1/4,0
MSME109756,,,46.4,,46.4,C - Weak,1/4,0
MSME109757,87.0,90.2,,,88.3,A - Strong,2/4,0
MSME109758,63.2,61.4,61.4,,62.1,B - Moderate,3/4,0
MSME109759,46.8,53.1,,42.6,48.5,C - Weak,3/4,0
MSME109760,67.0,80.8,63.2,,69.6,B - Moderate,3/4,0
MSME109761,38.0,47.3,,,41.9,C - Weak,2/4,1
MSME109762,79.3,88.8,82.7,,83.1,A - Strong,3/4,0
MSME109763,67.2,48.5,,,59.4,B - Moderate,2/4,0
MSME109764,,30.6,20.4,,25.0,D - High Risk,2/4,0
MSME109765,,42.8,16.5,,28.5,D - High Risk,2/4,1
MSME109766,39.4,41.6,,,40.3,C - Weak,2/4,0
MSME109767,,,56.8,,56.8,B - Moderate,1/4,0
MSME109768,43.1,69.5,60.4,,56.2,B - Moderate,3/4,0
MSME109769,,83.5,,62.4,77.5,A - Strong,2/4,0
MSME109770,50.3,,44.0,,47.4,C - Weak,2/4,0
MSME109771,,70.0,,,70.0,B - Moderate,1/4,0
MSME109772,31.4,,31.6,,31.5,D - High Risk,2/4,0
MSME109773,,54.6,,,54.6,C - Weak,1/4,0
MSME109774,,,,64.9,64.9,B - Moderate,1/4,0
MSME109775,42.9,,,,42.9,C - Weak,1/4,0
MSME109776,33.2,58.1,,,43.6,C - Weak,2/4,0
MSME109777,49.6,54.7,51.2,31.5,49.5,C - Weak,4/4,0
MSME109778,,65.1,,,65.1,B - Moderate,1/4,0
MSME109779,,,59.0,30.6,51.9,C - Weak,2/4,0
MSME109780,74.6,83.4,,,78.3,A - Strong,2/4,0
MSME109781,21.1,39.6,,,28.8,D - High Risk,2/4,1
MSME109782,,,,21.7,21.7,D - High Risk,1/4,0
MSME109783,37.6,32.0,,,35.3,C - Weak,2/4,0
MSME109784,69.7,70.1,66.2,,68.6,B - Moderate,3/4,0
MSME109785,44.9,57.7,33.0,27.5,42.8,C - Weak,4/4,0
MSME109786,,86.4,69.3,,77.1,A - Strong,2/4,0
MSME109787,85.7,88.7,87.8,,87.2,A - Strong,3/4,0
MSME109788,34.3,,44.1,,38.8,C - Weak,2/4,0
MSME109789,56.1,,,,56.1,B - Moderate,1/4,0
MSME109790,58.2,52.5,,,55.8,B - Moderate,2/4,0
MSME109791,38.4,,,48.9,40.7,C - Weak,2/4,0
MSME109792,,25.8,28.7,,27.4,D - High Risk,2/4,0
MSME109793,,59.9,,,59.9,B - Moderate,1/4,0
MSME109794,83.6,88.2,77.3,,82.8,A - Strong,3/4,0
MSME109795,,,,,,Unscoreable,0/4,0
MSME109796,,,,58.2,58.2,B - Moderate,1/4,0
MSME109797,21.5,29.2,23.6,,24.3,D - High Risk,3/4,1
MSME109798,,38.2,,,38.2,C - Weak,1/4,0
MSME109799,,87.2,,,87.2,A - Strong,1/4,0
MSME109800,86.4,81.0,71.9,,80.1,A - Strong,3/4,0
MSME109801,,25.7,22.3,,23.8,D - High Risk,2/4,0
MSME109802,63.2,,,71.9,65.1,B - Moderate,2/4,0
MSME109803,75.1,,81.1,,77.9,A - Strong,2/4,0
MSME109804,,48.4,,,48.4,C - Weak,1/4,1
MSME109805,79.8,82.1,70.6,,77.4,A - Strong,3/4,0
MSME109806,,32.1,,,32.1,D - High Risk,1/4,1
MSME109807,60.5,50.1,52.3,,54.9,C - Weak,3/4,0
MSME109808,,38.2,47.4,47.8,43.9,C - Weak,3/4,0
MSME109809,,,,40.3,40.3,C - Weak,1/4,0
MSME109810,65.3,59.3,,,62.8,B - Moderate,2/4,0
MSME109811,88.7,87.0,,,88.0,A - Strong,2/4,0
MSME109812,,46.3,35.0,27.2,38.1,C - Weak,3/4,0
MSME109813,,61.0,,,61.0,B - Moderate,1/4,0
MSME109814,,,84.2,,84.2,A - Strong,1/4,0
MSME109815,90.5,89.9,,,90.2,A - Strong,2/4,0
MSME109816,,21.0,,41.9,27.0,D - High Risk,2/4,0
MSME109817,,45.4,42.5,,43.8,C - Weak,2/4,0
MSME109818,,49.9,,,49.9,C - Weak,1/4,0
MSME109819,63.9,85.7,,83.0,74.4,B - Moderate,3/4,0
MSME109820,69.6,88.0,77.2,84.8,78.0,A - Strong,4/4,0
MSME109821,,55.1,32.2,,42.6,C - Weak,2/4,0
MSME109822,,49.0,55.2,,52.4,C - Weak,2/4,1
MSME109823,64.9,46.3,50.0,,54.8,C - Weak,3/4,1
MSME109824,79.4,87.7,,,82.9,A - Strong,2/4,0
MSME109825,69.1,59.8,78.5,,69.7,B - Moderate,3/4,0
MSME109826,80.2,80.2,76.4,89.3,80.0,A - Strong,4/4,0
MSME109827,46.2,60.9,,,52.3,C - Weak,2/4,0
MSME109828,,35.8,,,35.8,C - Weak,1/4,1
MSME109829,75.5,82.0,86.7,,81.0,A - Strong,3/4,0
MSME109830,34.4,53.5,36.5,,40.4,C - Weak,3/4,0
MSME109831,,26.7,33.6,22.7,29.3,D - High Risk,3/4,0
MSME109832,85.4,88.1,86.0,91.1,86.8,A - Strong,4/4,0
MSME109833,35.0,40.3,,46.3,38.5,C - Weak,3/4,0
MSME109834,32.0,,48.3,,39.5,C - Weak,2/4,1
MSME109835,,,,,,Unscoreable,0/4,0
MSME109836,67.5,73.3,,,69.9,B - Moderate,2/4,0
MSME109837,52.1,82.0,66.3,,65.1,B - Moderate,3/4,0
MSME109838,66.0,68.1,,,66.9,B - Moderate,2/4,0
MSME109839,78.1,77.8,76.6,,77.5,A - Strong,3/4,0
MSME109840,31.8,58.8,57.4,,47.8,C - Weak,3/4,0
MSME109841,82.4,94.0,76.2,,83.6,A - Strong,3/4,0
MSME109842,40.2,42.7,,,41.2,C - Weak,2/4,1
MSME109843,35.3,57.7,,39.3,43.9,C - Weak,3/4,0
MSME109844,64.9,60.6,,,63.1,B - Moderate,2/4,0
MSME109845,35.8,37.9,,,36.7,C - Weak,2/4,0
MSME109846,56.3,74.8,90.2,86.4,74.1,B - Moderate,4/4,0
MSME109847,79.5,83.9,83.3,72.6,81.0,A - Strong,4/4,0
MSME109848,19.9,,,,19.9,D - High Risk,1/4,0
MSME109849,,72.9,51.6,59.9,61.1,B - Moderate,3/4,0
MSME109850,19.8,29.2,,,23.7,D - High Risk,2/4,1
MSME109851,86.0,72.8,,,80.5,A - Strong,2/4,0
MSME109852,,42.2,,,42.2,C - Weak,1/4,0
MSME109853,,24.8,,,24.8,D - High Risk,1/4,0
MSME109854,45.0,33.2,58.0,,46.1,C - Weak,3/4,0
MSME109855,,35.1,,,35.1,C - Weak,1/4,0
MSME109856,,,66.9,,66.9,B - Moderate,1/4,0
MSME109857,90.4,91.3,,,90.8,A - Strong,2/4,0
MSME109858,,40.6,,,40.6,C - Weak,1/4,1
MSME109859,,63.8,,,63.8,B - Moderate,1/4,0
MSME109860,,27.4,,,27.4,D - High Risk,1/4,0
MSME109861,73.6,82.9,79.3,,78.1,A - Strong,3/4,0
MSME109862,,43.6,,,43.6,C - Weak,1/4,0
MSME109863,76.2,87.8,76.9,84.2,80.1,A - Strong,4/4,0
MSME109864,,,55.6,,55.6,B - Moderate,1/4,0
MSME109865,82.1,83.3,80.6,,81.9,A - Strong,3/4,0
MSME109866,90.4,93.3,83.5,,88.9,A - Strong,3/4,0
MSME109867,56.2,83.4,,,67.5,B - Moderate,2/4,0
MSME109868,46.6,45.1,55.7,,49.2,C - Weak,3/4,1
MSME109869,79.9,90.8,84.8,85.7,84.7,A - Strong,4/4,0
MSME109870,,47.0,47.2,,47.1,C - Weak,2/4,0
MSME109871,41.3,,30.3,42.9,37.1,C - Weak,3/4,0
MSME109872,62.8,,48.4,,56.2,B - Moderate,2/4,0
MSME109873,52.7,69.8,,,59.8,B - Moderate,2/4,0
MSME109874,21.2,,15.6,17.5,18.5,D - High Risk,3/4,1
MSME109875,50.6,56.3,47.2,,51.1,C - Weak,3/4,0
MSME109876,43.4,40.5,51.8,,45.4,C - Weak,3/4,0
MSME109877,80.0,87.2,68.4,,78.1,A - Strong,3/4,0
MSME109878,51.9,60.2,,,55.4,B - Moderate,2/4,0
MSME109879,,27.8,,,27.8,D - High Risk,1/4,1
MSME109880,66.7,54.4,68.7,,64.0,B - Moderate,3/4,0
MSME109881,31.9,29.8,,,31.0,D - High Risk,2/4,0
MSME109882,,,,25.0,25.0,D - High Risk,1/4,1
MSME109883,,73.0,,,73.0,B - Moderate,1/4,0
MSME109884,,44.8,53.1,,49.3,C - Weak,2/4,0
MSME109885,51.3,63.4,35.9,47.4,49.3,C - Weak,4/4,1
MSME109886,,,,,,Unscoreable,0/4,0
MSME109887,36.0,,,51.1,39.4,C - Weak,2/4,0
MSME109888,,47.1,,,47.1,C - Weak,1/4,0
MSME109889,66.4,87.7,74.1,78.8,75.3,A - Strong,4/4,0
MSME109890,,35.3,,,35.3,C - Weak,1/4,0
MSME109891,,29.5,,,29.5,D - High Risk,1/4,0
MSME109892,82.2,85.7,74.3,,80.5,A - Strong,3/4,0
MSME109893,,24.3,34.4,31.6,30.1,D - High Risk,3/4,0
MSME109894,66.6,71.7,79.7,,72.4,B - Moderate,3/4,0
MSME109895,66.4,,,68.1,66.8,B - Moderate,2/4,0
MSME109896,45.1,,,,45.1,C - Weak,1/4,0
MSME109897,72.9,,53.0,57.0,62.8,B - Moderate,3/4,0
MSME109898,,,,47.1,47.1,C - Weak,1/4,0
MSME109899,,64.6,68.7,72.8,67.8,B - Moderate,3/4,0
MSME109900,44.5,51.5,,,47.4,C - Weak,2/4,0
MSME109901,,59.5,37.3,,47.4,C - Weak,2/4,1
MSME109902,77.1,,79.5,,78.2,A - Strong,2/4,0
MSME109903,62.9,77.0,,,68.8,B - Moderate,2/4,0
MSME109904,,71.6,,,71.6,B - Moderate,1/4,0
MSME109905,66.6,,,,66.6,B - Moderate,1/4,0
MSME109906,,84.3,69.9,55.9,73.3,B - Moderate,3/4,0
MSME109907,87.5,,,94.0,88.9,A - Strong,2/4,0
MSME109908,66.3,69.1,,,67.5,B - Moderate,2/4,0
MSME109909,63.9,57.2,,71.3,62.6,B - Moderate,3/4,0
MSME109910,,29.1,,,29.1,D - High Risk,1/4,1
MSME109911,63.5,,,86.1,68.5,B - Moderate,2/4,0
MSME109912,,30.0,32.5,42.3,33.0,D - High Risk,3/4,0
MSME109913,51.3,49.8,,,50.7,C - Weak,2/4,0
MSME109914,,73.6,,,73.6,B - Moderate,1/4,0
MSME109915,,62.5,59.3,,60.8,B - Moderate,2/4,0
MSME109916,79.9,85.8,89.5,,84.7,A - Strong,3/4,0
MSME109917,35.2,40.5,28.4,,34.4,D - High Risk,3/4,0
MSME109918,,83.5,,,83.5,A - Strong,1/4,0
MSME109919,,64.3,71.4,77.4,69.6,B - Moderate,3/4,0
MSME109920,,43.1,32.7,,37.4,C - Weak,2/4,0
MSME109921,,,36.8,,36.8,C - Weak,1/4,0
MSME109922,29.4,30.7,,,29.9,D - High Risk,2/4,0
MSME109923,,28.7,,33.8,30.2,D - High Risk,2/4,0
MSME109924,47.2,76.6,68.4,,62.4,B - Moderate,3/4,0
MSME109925,45.5,,,56.7,48.0,C - Weak,2/4,0
MSME109926,87.0,,,,87.0,A - Strong,1/4,0
MSME109927,76.3,90.1,59.7,,74.6,B - Moderate,3/4,0
MSME109928,,47.1,67.1,,58.0,B - Moderate,2/4,0
MSME109929,,44.0,51.0,,47.8,C - Weak,2/4,0
MSME109930,,,54.5,,54.5,C - Weak,1/4,0
MSME109931,69.4,83.9,77.1,,76.0,A - Strong,3/4,0
MSME109932,,55.6,39.9,,47.0,C - Weak,2/4,0
MSME109933,51.7,70.7,,,59.6,B - Moderate,2/4,0
MSME109934,30.2,35.8,42.7,,35.9,C - Weak,3/4,1
MSME109935,,36.9,,,36.9,C - Weak,1/4,0
MSME109936,29.6,24.7,,,27.6,D - High Risk,2/4,0
MSME109937,34.9,36.8,,,35.7,C - Weak,2/4,0
MSME109938,89.0,84.7,80.3,,84.9,A - Strong,3/4,0
MSME109939,49.5,,,52.0,50.1,C - Weak,2/4,0
MSME109940,27.2,,35.4,61.0,35.0,C - Weak,3/4,0
MSME109941,43.9,53.7,,,48.0,C - Weak,2/4,0
MSME109942,55.5,,,,55.5,B - Moderate,1/4,0
MSME109943,,49.6,,,49.6,C - Weak,1/4,0
MSME109944,35.2,34.7,61.4,,43.8,C - Weak,3/4,0
MSME109945,19.8,30.1,23.3,,23.8,D - High Risk,3/4,0
MSME109946,81.5,,87.2,,84.1,A - Strong,2/4,0
MSME109947,,76.2,,91.2,80.5,A - Strong,2/4,0
MSME109948,67.0,,76.3,,71.3,B - Moderate,2/4,0
MSME109949,,,,,,Unscoreable,0/4,0
MSME109950,,55.4,54.8,,55.1,B - Moderate,2/4,0
MSME109951,,43.3,39.3,,41.1,C - Weak,2/4,1
MSME109952,,58.9,,,58.9,B - Moderate,1/4,0
MSME109953,24.7,45.2,,,33.2,D - High Risk,2/4,1
MSME109954,90.1,91.1,,93.9,91.0,A - Strong,3/4,0
MSME109955,,42.1,25.4,,33.0,D - High Risk,2/4,0
MSME109956,78.3,85.6,,58.6,78.1,A - Strong,3/4,0
MSME109957,,59.9,,,59.9,B - Moderate,1/4,0
MSME109958,24.5,32.6,23.4,,26.4,D - High Risk,3/4,0
MSME109959,,46.3,47.0,,46.7,C - Weak,2/4,1
MSME109960,55.9,72.3,,,62.7,B - Moderate,2/4,0
MSME109961,23.0,33.6,,,27.4,D - High Risk,2/4,1
MSME109962,,,,,,Unscoreable,0/4,0
MSME109963,67.8,,,68.6,68.0,B - Moderate,2/4,0
MSME109964,,63.0,,,63.0,B - Moderate,1/4,0
MSME109965,,89.7,80.3,,84.6,A - Strong,2/4,0
MSME109966,,27.1,,,27.1,D - High Risk,1/4,0
MSME109967,22.7,46.2,40.6,,35.2,C - Weak,3/4,0
MSME109968,44.3,51.6,,,47.3,C - Weak,2/4,1
MSME109969,32.2,45.3,38.2,44.0,38.5,C - Weak,4/4,1
MSME109970,84.6,88.7,91.7,91.7,88.5,A - Strong,4/4,0
MSME109971,46.1,57.0,,50.9,50.7,C - Weak,3/4,0
MSME109972,90.5,91.9,91.1,89.9,91.0,A - Strong,4/4,0
MSME109973,29.9,35.6,39.9,,34.8,D - High Risk,3/4,0
MSME109974,31.8,,,,31.8,D - High Risk,1/4,1
MSME109975,,73.0,78.7,,76.1,A - Strong,2/4,0
MSME109976,26.0,,,,26.0,D - High Risk,1/4,0
MSME109977,78.9,83.5,84.8,94.3,83.4,A - Strong,4/4,0
MSME109978,54.3,43.7,38.0,,45.9,C - Weak,3/4,0
MSME109979,18.7,29.7,16.1,,20.9,D - High Risk,3/4,0
MSME109980,55.2,49.5,48.8,,51.5,C - Weak,3/4,0
MSME109981,,,,,,Unscoreable,0/4,0
MSME109982,54.2,,76.6,,64.5,B - Moderate,2/4,0
MSME109983,16.2,22.2,,,18.7,D - High Risk,2/4,1
MSME109984,83.3,79.6,66.2,,76.6,A - Strong,3/4,0
MSME109985,69.6,,79.2,67.6,73.2,B - Moderate,3/4,0
MSME109986,50.5,,,,50.5,C - Weak,1/4,0
MSME109987,,62.9,84.6,,74.7,B - Moderate,2/4,0
MSME109988,37.0,62.2,,,47.5,C - Weak,2/4,0
MSME109989,39.9,51.0,,48.0,45.0,C - Weak,3/4,0
MSME109990,62.3,56.4,58.4,56.9,59.1,B - Moderate,4/4,0
MSME109991,54.5,59.8,,,56.7,B - Moderate,2/4,0
MSME109992,85.9,87.9,,,86.7,A - Strong,2/4,0
MSME109993,,51.7,,,51.7,C - Weak,1/4,0
MSME109994,,73.5,78.5,,76.2,A - Strong,2/4,0
MSME109995,,60.5,55.5,,57.8,B - Moderate,2/4,1
MSME109996,21.7,30.6,,,25.4,D - High Risk,2/4,0
MSME109997,,38.9,,,38.9,C - Weak,1/4,0
MSME109998,48.3,60.5,,,53.4,C - Weak,2/4,0
MSME109999,54.9,67.5,34.2,,51.5,C - Weak,3/4,0
MSME110000,29.9,29.2,24.8,36.2,28.8,D - High Risk,4/4,0
MSME110001,36.0,,34.5,,35.3,C - Weak,2/4,0
MSME110002,38.6,,53.0,,45.2,C - Weak,2/4,0
MSME110003,,84.0,75.7,,79.5,A - Strong,2/4,0
MSME110004,54.2,62.7,44.7,55.0,53.6,C - Weak,4/4,0
MSME110005,,51.1,,,51.1,C - Weak,1/4,0
MSME110006,36.6,,28.2,26.5,31.9,D - High Risk,3/4,1
MSME110007,73.6,72.2,71.7,76.9,73.0,B - Moderate,4/4,0
MSME110008,,68.4,64.1,,66.1,B - Moderate,2/4,0
MSME110009,69.2,77.9,,,72.8,B - Moderate,2/4,0
MSME110010,82.1,86.5,73.6,,80.5,A - Strong,3/4,0
MSME110011,,52.5,,,52.5,C - Weak,1/4,0
MSME110012,,,,,,Unscoreable,0/4,1
MSME110013,30.9,22.1,,,27.2,D - High Risk,2/4,1
MSME110014,54.6,,,54.6,54.6,C - Weak,2/4,0
MSME110015,,68.4,59.9,,63.8,B - Moderate,2/4,0
MSME110016,,34.3,30.8,,32.4,D - High Risk,2/4,1
MSME110017,,,67.9,,67.9,B - Moderate,1/4,0
MSME110018,28.0,44.7,46.7,,38.9,C - Weak,3/4,0
MSME110019,73.5,,70.1,69.2,71.6,B - Moderate,3/4,0
MSME110020,20.5,23.0,,29.6,22.7,D - High Risk,3/4,1
MSME110021,85.7,86.1,,,85.9,A - Strong,2/4,0
