enterprise_id,period,upi_monthly_txn_count,upi_avg_inflow_inr,aa_trade_payable_days,aa_cash_flow_ratio,default_flag
MSME110478,T-90,9.24,12350.95,,,0
MSME110478,T-60,9.81,12451.24,,,0
MSME110478,T-30,9.45,13479.15,,,0
MSME110479,T-90,,,,,0
MSME110479,T-60,,,,,0
MSME110479,T-30,,,,,0
MSME110480,T-90,,,,,0
MSME110480,T-60,,,,,0
MSME110480,T-30,,,,,0
MSME110481,T-90,2.9,16586.43,70.97,0.19,0
MSME110481,T-60,3.01,17450.75,64.9,0.19,0
MSME110481,T-30,2.99,16776.18,68.85,0.2,0
MSME110482,T-90,,,72.47,0.63,0
MSME110482,T-60,,,70.06,0.61,0
MSME110482,T-30,,,74.41,0.63,0
MSME110483,T-90,15.5,33688.9,49.35,1.17,0
MSME110483,T-60,16.18,32574.32,44.57,1.2,0
MSME110483,T-30,15.81,33961.93,45.62,1.24,0
MSME110484,T-90,10.79,30039.06,77.69,1.04,0
MSME110484,T-60,10.83,28652.78,78.27,0.99,0
MSME110484,T-30,10.77,28560.01,68.76,1.02,0
MSME110485,T-90,67.72,176197.42,,,1
MSME110485,T-60,59.72,150424.56,,,1
MSME110485,T-30,58.77,144308.93,,,1
MSME110486,T-90,5.98,24698.1,,,1
MSME110486,T-60,6.24,24857.29,,,1
MSME110486,T-30,6.1,22884.44,,,1
MSME110487,T-90,14.09,29560.5,68.59,0.27,0
MSME110487,T-60,13.62,31359.39,56.44,0.29,0
MSME110487,T-30,13.27,31959.81,63.96,0.29,0
MSME110488,T-90,520.83,1592738.15,,,0
MSME110488,T-60,599.57,1530610.15,,,0
MSME110488,T-30,590.59,1567752.88,,,0
MSME110489,T-90,,,50.18,0.57,0
MSME110489,T-60,,,51.45,0.58,0
MSME110489,T-30,,,50.9,0.62,0
MSME110490,T-90,4.1,31824.71,,,0
MSME110490,T-60,4.01,29904.45,,,0
MSME110490,T-30,4.23,28938.57,,,0
MSME110491,T-90,9.7,20225.51,65.94,0.7,0
MSME110491,T-60,10.3,20042.65,61.69,0.74,0
MSME110491,T-30,9.98,19231.96,71.55,0.8,0
MSME110492,T-90,,,,,1
MSME110492,T-60,,,,,1
MSME110492,T-30,,,,,1
MSME110493,T-90,7.05,22075.19,,,0
MSME110493,T-60,7.14,23492.66,,,0
MSME110493,T-30,7.53,22980.37,,,0
MSME110494,T-90,,,,,0
MSME110494,T-60,,,,,0
MSME110494,T-30,,,,,0
MSME110495,T-90,,,62.49,0.34,0
MSME110495,T-60,,,63.83,0.36,0
MSME110495,T-30,,,70.05,0.37,0
MSME110496,T-90,,,,,1
MSME110496,T-60,,,,,1
MSME110496,T-30,,,,,1
MSME110497,T-90,68.08,160337.51,,,0
MSME110497,T-60,67.77,174345.22,,,0
MSME110497,T-30,69.16,183894.68,,,0
MSME110498,T-90,39.17,80976.14,52.66,0.53,0
MSME110498,T-60,38.79,78605.79,54.46,0.51,0
MSME110498,T-30,35.47,86255.26,53.47,0.55,0
MSME110499,T-90,,,45.74,1.16,0
MSME110499,T-60,,,44.38,1.31,0
MSME110499,T-30,,,45.19,1.33,0
MSME110500,T-90,7.65,25926.35,,,0
MSME110500,T-60,8.6,24564.65,,,0
MSME110500,T-30,8.89,24581.08,,,0
MSME110501,T-90,10.11,26960.06,,,1
MSME110501,T-60,10.09,23753.88,,,1
MSME110501,T-30,9.4,24538.23,,,1
MSME110502,T-90,10.29,26015.17,63.04,0.04,0
MSME110502,T-60,10.19,27397.78,59.43,0.04,0
MSME110502,T-30,11.03,29770.33,62.02,0.04,0
MSME110503,T-90,9.86,25820.38,,,0
MSME110503,T-60,9.34,26127.8,,,0
MSME110503,T-30,9.41,29087.81,,,0
MSME110504,T-90,,,,,0
MSME110504,T-60,,,,,0
MSME110504,T-30,,,,,0
MSME110505,T-90,116.48,181413.67,43.85,1.41,0
MSME110505,T-60,123.46,175203.72,40.61,1.32,0
MSME110505,T-30,124.01,180265.33,42.01,1.36,0
MSME110506,T-90,11.1,32743.04,,,0
MSME110506,T-60,11.96,32160.99,,,0
MSME110506,T-30,12.13,32846.14,,,0
MSME110507,T-90,,,,,1
MSME110507,T-60,,,,,1
MSME110507,T-30,,,,,1
MSME110508,T-90,11.58,27309.03,,,0
MSME110508,T-60,12.1,30116.21,,,0
MSME110508,T-30,13.14,28608.9,,,0
MSME110509,T-90,,,67.67,0.19,0
MSME110509,T-60,,,64.25,0.2,0
MSME110509,T-30,,,60.81,0.18,0
MSME110510,T-90,17.47,32760.26,43.47,1.35,0
MSME110510,T-60,18.46,36445.83,44.3,1.46,0
MSME110510,T-30,17.39,32708.34,39.25,1.44,0
MSME110511,T-90,84.1,196787.76,61.39,0.99,0
MSME110511,T-60,88.41,219247.08,56.08,1.06,0
MSME110511,T-30,93.62,210038.98,63.35,1.04,0
MSME110512,T-90,9.07,18889.14,87.5,0.66,0
MSME110512,T-60,9.78,18948.04,78.12,0.7,0
MSME110512,T-30,9.98,18771.39,81.29,0.67,0
MSME110513,T-90,9.11,29080.75,,,0
MSME110513,T-60,8.47,27139.37,,,0
MSME110513,T-30,8.85,30169.99,,,0
MSME110514,T-90,,,,,0
MSME110514,T-60,,,,,0
MSME110514,T-30,,,,,0
MSME110515,T-90,2.0,29164.42,65.25,0.73,0
MSME110515,T-60,2.09,29983.96,58.07,0.71,0
MSME110515,T-30,1.84,27397.76,51.68,0.74,0
MSME110516,T-90,3.95,31438.28,,,0
MSME110516,T-60,4.09,32958.31,,,0
MSME110516,T-30,4.32,35460.65,,,0
MSME110517,T-90,121.67,313345.08,61.19,1.17,0
MSME110517,T-60,126.77,311117.42,56.86,1.08,0
MSME110517,T-30,130.87,336388.85,57.32,1.06,0
MSME110518,T-90,10.42,29441.07,,,0
MSME110518,T-60,10.06,30629.01,,,0
MSME110518,T-30,10.47,29606.85,,,0
MSME110519,T-90,,,,,0
MSME110519,T-60,,,,,0
MSME110519,T-30,,,,,0
MSME110520,T-90,75.41,147317.25,76.69,0.89,0
MSME110520,T-60,73.61,137638.83,66.18,0.9,0
MSME110520,T-30,77.42,132390.57,74.73,0.92,0
MSME110521,T-90,64.09,151725.17,49.98,1.31,0
MSME110521,T-60,67.09,174325.25,51.35,1.29,0
MSME110521,T-30,69.35,186187.44,48.9,1.26,0
MSME110522,T-90,11.16,30959.86,52.95,1.02,0
MSME110522,T-60,10.4,32121.49,60.49,1.01,0
MSME110522,T-30,11.1,32221.08,52.4,0.98,0
MSME110523,T-90,4.79,27253.31,,,0
MSME110523,T-60,5.14,27320.96,,,0
MSME110523,T-30,4.73,29507.81,,,0
MSME110524,T-90,39.06,108020.84,,,0
MSME110524,T-60,42.14,107700.02,,,0
MSME110524,T-30,42.09,100210.2,,,0
MSME110525,T-90,3.02,7402.7,73.45,0.68,0
MSME110525,T-60,2.96,7684.44,73.97,0.71,0
MSME110525,T-30,2.92,7871.89,71.09,0.73,0
MSME110526,T-90,14.06,24429.15,,,0
MSME110526,T-60,14.66,23400.45,,,0
MSME110526,T-30,14.81,24788.87,,,0
MSME110527,T-90,,,,,0
MSME110527,T-60,,,,,0
MSME110527,T-30,,,,,0
MSME110528,T-90,9.97,28473.39,96.23,0.05,1
MSME110528,T-60,9.63,29930.37,97.6,0.05,1
MSME110528,T-30,8.73,26551.72,102.26,0.04,1
MSME110529,T-90,9.7,29955.62,,,0
MSME110529,T-60,10.78,31861.42,,,0
MSME110529,T-30,11.37,30067.92,,,0
MSME110530,T-90,,,91.51,0.0,1
MSME110530,T-60,,,96.79,0.0,1
MSME110530,T-30,,,110.24,0.0,1
MSME110531,T-90,9.93,31266.55,,,0
MSME110531,T-60,9.95,32603.65,,,0
MSME110531,T-30,10.27,33335.81,,,0
MSME110532,T-90,14.19,31158.99,,,0
MSME110532,T-60,13.14,31518.74,,,0
MSME110532,T-30,13.52,33192.11,,,0
MSME110533,T-90,,,83.33,0.3,0
MSME110533,T-60,,,74.64,0.32,0
MSME110533,T-30,,,75.43,0.3,0
MSME110534,T-90,7.27,44356.11,52.71,1.38,0
MSME110534,T-60,7.49,43449.09,58.74,1.36,0
MSME110534,T-30,7.86,41720.1,44.63,1.45,0
MSME110535,T-90,13.87,33705.24,,,0
MSME110535,T-60,15.17,36327.9,,,0
MSME110535,T-30,15.42,37207.83,,,0
MSME110536,T-90,74.23,247407.96,,,0
MSME110536,T-60,81.88,250627.98,,,0
MSME110536,T-30,80.54,246008.7,,,0
MSME110537,T-90,13.97,32896.42,43.71,1.08,0
MSME110537,T-60,13.86,34571.22,40.83,1.06,0
MSME110537,T-30,14.19,30546.48,45.02,1.09,0
MSME110538,T-90,8.54,25472.2,51.1,1.4,0
MSME110538,T-60,9.39,24028.81,48.56,1.38,0
MSME110538,T-30,9.24,25362.61,50.01,1.45,0
MSME110539,T-90,857.61,2376236.8,37.24,1.52,0
MSME110539,T-60,852.29,2175476.78,38.33,1.45,0
MSME110539,T-30,846.19,2397044.33,32.42,1.49,0
MSME110540,T-90,,,,,1
MSME110540,T-60,,,,,1
MSME110540,T-30,,,,,1
MSME110541,T-90,7.91,19915.68,73.75,0.08,0
MSME110541,T-60,8.38,19852.73,67.71,0.08,0
MSME110541,T-30,7.8,21075.15,66.74,0.07,0
MSME110542,T-90,13.92,23295.3,,,0
MSME110542,T-60,13.35,24068.94,,,0
MSME110542,T-30,14.08,21421.36,,,0
MSME110543,T-90,11.0,30958.72,,,0
MSME110543,T-60,10.77,31193.2,,,0
MSME110543,T-30,9.76,31015.14,,,0
MSME110544,T-90,13.96,30412.37,,,0
MSME110544,T-60,14.12,30864.21,,,0
MSME110544,T-30,13.74,31630.09,,,0
MSME110545,T-90,90.74,165656.3,,,0
MSME110545,T-60,103.46,165375.07,,,0
MSME110545,T-30,107.07,152817.15,,,0
MSME110546,T-90,5.27,31342.11,,,0
MSME110546,T-60,5.32,32581.73,,,0
MSME110546,T-30,5.14,30536.67,,,0
MSME110547,T-90,2.01,17262.5,,,0
MSME110547,T-60,1.96,16315.49,,,0
MSME110547,T-30,1.82,18514.04,,,0
MSME110548,T-90,3.92,13415.59,104.65,0.0,1
MSME110548,T-60,4.02,12370.3,107.52,0.0,1
MSME110548,T-30,3.83,11362.73,123.74,0.0,1
MSME110549,T-90,11.27,21339.37,,,0
MSME110549,T-60,11.41,22998.77,,,0
MSME110549,T-30,11.45,22666.07,,,0
MSME110550,T-90,336.07,916859.97,55.59,0.85,0
MSME110550,T-60,364.94,858656.1,60.98,0.87,0
MSME110550,T-30,363.4,950439.33,57.08,0.96,0
MSME110551,T-90,4.89,21158.26,65.66,0.51,0
MSME110551,T-60,5.32,22648.28,54.45,0.51,0
MSME110551,T-30,5.12,22974.96,55.57,0.51,0
MSME110552,T-90,388.59,689915.27,48.03,1.01,1
MSME110552,T-60,384.22,744746.5,54.44,0.97,1
MSME110552,T-30,320.17,733821.39,56.05,0.84,1
MSME110553,T-90,7.32,28567.39,,,0
MSME110553,T-60,6.89,26058.47,,,0
MSME110553,T-30,6.61,29390.71,,,0
MSME110554,T-90,,,,,0
MSME110554,T-60,,,,,0
MSME110554,T-30,,,,,0
MSME110555,T-90,84.42,251319.76,69.92,1.12,0
MSME110555,T-60,92.47,261129.65,71.41,1.15,0
MSME110555,T-30,94.24,242627.14,77.3,1.14,0
MSME110556,T-90,17.05,38478.23,8.08,1.51,0
MSME110556,T-60,16.57,39217.01,7.91,1.55,0
MSME110556,T-30,15.62,38386.88,7.63,1.43,0
MSME110557,T-90,9.14,28622.83,,,0
MSME110557,T-60,9.16,27929.72,,,0
MSME110557,T-30,9.58,29946.14,,,0
MSME110558,T-90,36.18,62422.93,,,0
MSME110558,T-60,37.76,64700.28,,,0
MSME110558,T-30,35.91,60865.14,,,0
MSME110559,T-90,26.54,67480.95,,,0
MSME110559,T-60,28.32,65478.27,,,0
MSME110559,T-30,27.46,68842.52,,,0
MSME110560,T-90,17.84,22472.83,,,0
MSME110560,T-60,17.46,24717.2,,,0
MSME110560,T-30,17.21,22414.76,,,0
MSME110561,T-90,13.84,18969.16,,,1
MSME110561,T-60,12.6,17322.75,,,1
MSME110561,T-30,11.42,18105.69,,,1
MSME110562,T-90,,,45.16,1.03,0
MSME110562,T-60,,,43.35,1.07,0
MSME110562,T-30,,,41.97,1.11,0
MSME110563,T-90,10.85,17691.63,,,0
MSME110563,T-60,10.77,16636.65,,,0
MSME110563,T-30,10.52,18874.89,,,0
MSME110564,T-90,14.94,41064.48,56.73,1.61,0
MSME110564,T-60,14.45,43764.56,57.28,1.56,0
MSME110564,T-30,14.42,44768.35,63.63,1.5,0
MSME110565,T-90,,,,,0
MSME110565,T-60,,,,,0
MSME110565,T-30,,,,,0
MSME110566,T-90,11.88,41700.88,47.2,0.44,0
MSME110566,T-60,12.07,45744.72,44.19,0.48,0
MSME110566,T-30,11.83,44011.49,44.91,0.46,0
MSME110567,T-90,37.7,91562.38,68.54,0.89,1
MSME110567,T-60,36.46,87659.16,73.93,0.83,1
MSME110567,T-30,33.6,85799.92,78.42,0.81,1
MSME110568,T-90,8.37,28295.68,,,0
MSME110568,T-60,8.02,30347.44,,,0
MSME110568,T-30,7.96,32502.39,,,0
MSME110569,T-90,12.16,40671.24,42.03,1.33,0
MSME110569,T-60,11.79,41507.2,39.24,1.31,0
MSME110569,T-30,12.99,43536.06,38.09,1.3,0
MSME110570,T-90,6.38,9386.33,,,0
MSME110570,T-60,6.11,9712.45,,,0
MSME110570,T-30,5.91,9851.99,,,0
MSME110571,T-90,9.89,26099.07,,,0
MSME110571,T-60,9.81,23051.49,,,0
MSME110571,T-30,11.65,26308.5,,,0
MSME110572,T-90,2.79,13335.94,95.4,0.31,0
MSME110572,T-60,2.97,13437.43,103.41,0.33,0
MSME110572,T-30,2.95,13989.77,102.35,0.35,0
MSME110573,T-90,12.68,13466.02,,,0
MSME110573,T-60,11.89,14330.96,,,0
MSME110573,T-30,12.43,14678.09,,,0
MSME110574,T-90,44.35,82252.65,,,0
MSME110574,T-60,45.31,84670.8,,,0
MSME110574,T-30,47.25,73383.27,,,0
MSME110575,T-90,,,57.61,0.57,0
MSME110575,T-60,,,60.55,0.6,0
MSME110575,T-30,,,59.74,0.61,0
MSME110576,T-90,2.92,19307.62,112.1,0.16,0
MSME110576,T-60,3.07,20496.27,96.27,0.17,0
MSME110576,T-30,3.29,20438.73,96.04,0.16,0
MSME110577,T-90,7.88,19649.2,,,0
MSME110577,T-60,8.88,20542.7,,,0
MSME110577,T-30,8.96,21081.61,,,0
MSME110578,T-90,1.99,15988.09,,,0
MSME110578,T-60,2.01,16212.76,,,0
MSME110578,T-30,2.0,14549.49,,,0
MSME110579,T-90,7.5,23862.8,,,0
MSME110579,T-60,6.75,22083.08,,,0
MSME110579,T-30,6.96,21843.44,,,0
MSME110580,T-90,,,,,0
MSME110580,T-60,,,,,0
MSME110580,T-30,,,,,0
MSME110581,T-90,10.42,26585.41,,,0
MSME110581,T-60,11.01,26846.93,,,0
MSME110581,T-30,11.93,25751.19,,,0
MSME110582,T-90,9.71,27234.02,,,1
MSME110582,T-60,9.99,23531.97,,,1
MSME110582,T-30,9.83,23361.02,,,1
MSME110583,T-90,4.07,29128.18,,,1
MSME110583,T-60,3.69,24999.02,,,1
MSME110583,T-30,3.44,24591.03,,,1
MSME110584,T-90,6.15,24255.83,,,1
MSME110584,T-60,5.76,24518.77,,,1
MSME110584,T-30,5.36,22595.19,,,1
MSME110585,T-90,93.44,287398.75,,,0
MSME110585,T-60,98.23,288924.68,,,0
MSME110585,T-30,101.17,294720.89,,,0
MSME110586,T-90,6.93,29406.49,64.59,0.45,0
MSME110586,T-60,6.98,31298.24,63.91,0.46,0
MSME110586,T-30,6.91,30914.32,68.04,0.47,0
MSME110587,T-90,10.0,28809.5,67.51,1.07,0
MSME110587,T-60,10.2,27702.65,64.86,1.06,0
MSME110587,T-30,10.67,26966.54,62.46,1.1,0
MSME110588,T-90,14.28,40100.1,40.84,1.0,0
MSME110588,T-60,16.13,38574.36,38.08,0.93,0
MSME110588,T-30,16.13,43136.46,43.91,1.0,0
MSME110589,T-90,8.95,22814.8,,,0
MSME110589,T-60,8.84,24130.99,,,0
MSME110589,T-30,9.41,25357.48,,,0
MSME110590,T-90,6.23,26934.8,,,0
MSME110590,T-60,5.76,27346.35,,,0
MSME110590,T-30,5.84,29537.57,,,0
MSME110591,T-90,9.22,26144.92,47.44,1.03,0
MSME110591,T-60,8.58,27742.99,39.48,1.04,0
MSME110591,T-30,9.28,29610.09,43.53,0.99,0
MSME110592,T-90,15.24,26372.05,48.34,0.31,0
MSME110592,T-60,13.82,25190.84,52.01,0.31,0
MSME110592,T-30,14.14,29116.28,49.89,0.32,0
MSME110593,T-90,6.79,15903.01,,,0
MSME110593,T-60,7.7,15337.27,,,0
MSME110593,T-30,7.21,15457.7,,,0
MSME110594,T-90,12.62,28906.67,,,0
MSME110594,T-60,12.03,26915.07,,,0
MSME110594,T-30,11.74,28057.69,,,0
MSME110595,T-90,8.86,19277.12,80.49,0.0,0
MSME110595,T-60,9.16,16973.33,69.94,0.0,0
MSME110595,T-30,9.89,18595.1,78.24,0.0,0
MSME110596,T-90,7.79,30525.03,,,1
MSME110596,T-60,7.44,29105.27,,,1
MSME110596,T-30,6.95,28790.46,,,1
MSME110597,T-90,14.31,24170.72,26.25,1.26,0
MSME110597,T-60,15.57,23186.73,27.0,1.18,0
MSME110597,T-30,15.47,24973.9,27.85,1.18,0
MSME110598,T-90,11.85,48370.49,,,0
MSME110598,T-60,12.82,44656.42,,,0
MSME110598,T-30,12.53,45116.91,,,0
MSME110599,T-90,12.04,24722.59,47.2,0.76,0
MSME110599,T-60,12.17,25857.23,50.63,0.74,0
MSME110599,T-30,13.38,24277.91,46.66,0.75,0
MSME110600,T-90,,,100.51,0.0,1
MSME110600,T-60,,,101.92,0.0,1
MSME110600,T-30,,,95.46,0.0,1
MSME110601,T-90,,,79.49,0.2,1
MSME110601,T-60,,,81.69,0.2,1
MSME110601,T-30,,,82.99,0.21,1
MSME110602,T-90,,,,,0
MSME110602,T-60,,,,,0
MSME110602,T-30,,,,,0
MSME110603,T-90,80.08,166205.9,55.11,0.88,0
MSME110603,T-60,85.6,157690.41,57.66,0.96,0
MSME110603,T-30,88.73,160352.45,53.23,0.92,0
MSME110604,T-90,9.87,24997.71,,,1
MSME110604,T-60,9.5,27806.29,,,1
MSME110604,T-30,8.52,24928.58,,,1
MSME110605,T-90,5.02,9190.67,,,0
MSME110605,T-60,4.96,9133.66,,,0
MSME110605,T-30,5.09,9437.82,,,0
MSME110606,T-90,,,93.29,0.54,1
MSME110606,T-60,,,86.47,0.48,1
MSME110606,T-30,,,84.95,0.45,1
MSME110607,T-90,,,,,0
MSME110607,T-60,,,,,0
MSME110607,T-30,,,,,0
MSME110608,T-90,,,77.26,0.81,0
MSME110608,T-60,,,81.86,0.77,0
MSME110608,T-30,,,83.84,0.79,0
MSME110609,T-90,40.41,100308.28,,,0
MSME110609,T-60,44.21,106151.16,,,0
MSME110609,T-30,44.4,112437.58,,,0
MSME110610,T-90,14.24,17227.29,,,1
MSME110610,T-60,13.6,16372.1,,,1
MSME110610,T-30,13.17,16343.37,,,1
MSME110611,T-90,12.75,29299.07,,,0
MSME110611,T-60,12.7,27616.66,,,0
MSME110611,T-30,12.65,29075.22,,,0
MSME110612,T-90,,,59.4,0.86,1
MSME110612,T-60,,,55.33,0.81,1
MSME110612,T-30,,,58.13,0.79,1
MSME110613,T-90,15.81,34354.82,87.36,0.52,0
MSME110613,T-60,15.86,32835.85,88.23,0.52,0
MSME110613,T-30,15.92,31494.52,98.01,0.51,0
MSME110614,T-90,9.09,20561.48,,,0
MSME110614,T-60,9.63,22128.08,,,0
MSME110614,T-30,10.33,22296.21,,,0
MSME110615,T-90,13.04,21529.64,,,0
MSME110615,T-60,13.09,21691.64,,,0
MSME110615,T-30,13.0,24011.44,,,0
MSME110616,T-90,14.42,20536.73,51.54,1.3,0
MSME110616,T-60,16.3,22332.2,53.71,1.35,0
MSME110616,T-30,15.62,21026.92,42.61,1.31,0
MSME110617,T-90,,,80.48,0.34,0
MSME110617,T-60,,,78.68,0.36,0
MSME110617,T-30,,,70.86,0.34,0
MSME110618,T-90,,,,,0
MSME110618,T-60,,,,,0
MSME110618,T-30,,,,,0
MSME110619,T-90,,,63.88,1.39,0
MSME110619,T-60,,,55.7,1.41,0
MSME110619,T-30,,,59.29,1.41,0
MSME110620,T-90,3.83,25907.85,,,0
MSME110620,T-60,3.94,24385.55,,,0
MSME110620,T-30,4.2,27015.33,,,0
MSME110621,T-90,16.87,39042.74,42.51,1.05,0
MSME110621,T-60,18.22,38357.46,44.08,1.01,0
MSME110621,T-30,17.48,38342.38,44.52,1.06,0
MSME110622,T-90,34.22,126581.79,93.28,0.0,0
MSME110622,T-60,34.1,133874.76,95.45,0.0,0
MSME110622,T-30,34.66,125390.78,92.72,0.0,0
MSME110623,T-90,6.74,22787.43,75.06,0.26,0
MSME110623,T-60,6.96,25449.8,75.54,0.27,0
MSME110623,T-30,7.5,25522.7,74.21,0.28,0
MSME110624,T-90,15.08,25910.84,73.44,0.63,0
MSME110624,T-60,14.87,23617.32,67.38,0.61,0
MSME110624,T-30,15.14,23364.35,68.89,0.62,0
MSME110625,T-90,,,87.74,0.59,0
MSME110625,T-60,,,73.54,0.61,0
MSME110625,T-30,,,77.35,0.61,0
MSME110626,T-90,9.84,25319.68,86.17,0.72,0
MSME110626,T-60,10.8,27656.08,94.19,0.74,0
MSME110626,T-30,11.2,29316.25,97.81,0.76,0
MSME110627,T-90,13.97,33756.54,66.24,0.84,0
MSME110627,T-60,14.68,35198.33,62.78,0.85,0
MSME110627,T-30,15.83,32347.08,52.25,0.9,0
MSME110628,T-90,,,,,0
MSME110628,T-60,,,,,0
MSME110628,T-30,,,,,0
MSME110629,T-90,8.98,19217.5,,,1
MSME110629,T-60,7.81,16800.36,,,1
MSME110629,T-30,7.25,17483.21,,,1
MSME110630,T-90,15.4,34783.84,,,0
MSME110630,T-60,16.13,35756.11,,,0
MSME110630,T-30,16.33,35903.44,,,0
MSME110631,T-90,9.64,19603.57,64.75,1.37,0
MSME110631,T-60,9.85,19953.04,73.8,1.33,0
MSME110631,T-30,9.91,20218.22,66.52,1.39,0
MSME110632,T-90,12.82,30459.94,74.0,0.09,0
MSME110632,T-60,13.16,31039.68,73.54,0.09,0
MSME110632,T-30,12.83,31866.19,70.27,0.1,0
MSME110633,T-90,,,90.76,0.52,0
MSME110633,T-60,,,93.43,0.53,0
MSME110633,T-30,,,99.46,0.53,0
MSME110634,T-90,,,55.16,1.15,0
MSME110634,T-60,,,55.07,1.23,0
MSME110634,T-30,,,49.03,1.29,0
MSME110635,T-90,12.18,17272.51,77.96,0.99,0
MSME110635,T-60,13.31,16403.13,76.67,0.99,0
MSME110635,T-30,12.79,17298.63,69.01,1.0,0
MSME110636,T-90,502.56,1325216.6,94.81,0.37,0
MSME110636,T-60,518.5,1404650.88,89.56,0.39,0
MSME110636,T-30,545.81,1364881.74,99.37,0.37,0
MSME110637,T-90,9.51,23680.27,,,0
MSME110637,T-60,10.9,24994.34,,,0
MSME110637,T-30,10.94,25744.17,,,0
MSME110638,T-90,5.03,11565.52,,,0
MSME110638,T-60,5.05,11355.6,,,0
MSME110638,T-30,4.91,11739.28,,,0
MSME110639,T-90,9.13,25062.9,,,0
MSME110639,T-60,8.78,25430.95,,,0
MSME110639,T-30,8.54,27290.49,,,0
MSME110640,T-90,78.8,216211.38,41.97,0.91,0
MSME110640,T-60,86.42,222447.76,41.18,0.92,0
MSME110640,T-30,87.98,225057.59,40.95,0.92,0
MSME110641,T-90,,,72.94,0.12,0
MSME110641,T-60,,,71.67,0.12,0
MSME110641,T-30,,,77.97,0.13,0
MSME110642,T-90,,,,,0
MSME110642,T-60,,,,,0
MSME110642,T-30,,,,,0
MSME110643,T-90,199.0,511635.98,,,0
MSME110643,T-60,211.67,488766.54,,,0
MSME110643,T-30,224.7,525880.3,,,0
MSME110644,T-90,,,,,0
MSME110644,T-60,,,,,0
MSME110644,T-30,,,,,0
MSME110645,T-90,16.36,23892.83,,,0
MSME110645,T-60,16.67,24424.7,,,0
MSME110645,T-30,17.34,24264.77,,,0
MSME110646,T-90,3.16,17014.31,74.62,0.85,0
MSME110646,T-60,2.84,17473.13,81.18,0.87,0
MSME110646,T-30,2.9,16389.67,92.08,0.85,0
MSME110647,T-90,,,,,0
MSME110647,T-60,,,,,0
MSME110647,T-30,,,,,0
MSME110648,T-90,8.81,25847.84,,,0
MSME110648,T-60,9.27,24853.99,,,0
MSME110648,T-30,9.67,23521.53,,,0
MSME110649,T-90,1.01,11450.96,111.07,0.57,0
MSME110649,T-60,1.0,11561.78,111.35,0.57,0
MSME110649,T-30,1.01,12366.81,103.45,0.54,0
MSME110650,T-90,30.49,59542.42,87.55,0.52,0
MSME110650,T-60,31.18,63020.11,74.54,0.57,0
MSME110650,T-30,31.78,64899.93,80.48,0.54,0
MSME110651,T-90,25.33,42597.87,29.29,1.88,0
MSME110651,T-60,25.57,42057.75,31.02,1.78,0
MSME110651,T-30,23.8,41181.62,31.09,1.79,0
MSME110652,T-90,,,,,0
MSME110652,T-60,,,,,0
MSME110652,T-30,,,,,0
MSME110653,T-90,10.01,17958.4,,,0
MSME110653,T-60,9.42,17040.52,,,0
MSME110653,T-30,9.52,19689.76,,,0
MSME110654,T-90,2.94,13040.98,76.12,0.56,0
MSME110654,T-60,3.14,13690.17,77.7,0.53,0
MSME110654,T-30,3.06,13495.98,76.74,0.51,0
MSME110655,T-90,10.34,15993.28,,,0
MSME110655,T-60,10.19,15330.91,,,0
MSME110655,T-30,10.55,16461.47,,,0
MSME110656,T-90,79.71,233755.27,,,0
MSME110656,T-60,82.79,244929.49,,,0
MSME110656,T-30,85.33,249666.62,,,0
MSME110657,T-90,106.75,280254.25,36.3,1.74,0
MSME110657,T-60,114.24,307400.61,35.04,1.88,0
MSME110657,T-30,113.92,306214.94,33.28,1.94,0
MSME110658,T-90,,,65.01,0.08,0
MSME110658,T-60,,,60.33,0.08,0
MSME110658,T-30,,,62.85,0.08,0
MSME110659,T-90,5.93,27852.75,89.76,0.58,1
MSME110659,T-60,5.35,27831.97,98.44,0.57,1
MSME110659,T-30,5.09,27127.88,103.35,0.55,1
MSME110660,T-90,8.88,22114.54,38.25,0.5,0
MSME110660,T-60,9.14,23515.71,41.87,0.54,0
MSME110660,T-30,8.78,24206.06,37.16,0.52,0
MSME110661,T-90,,,41.72,1.88,0
MSME110661,T-60,,,41.01,1.99,0
MSME110661,T-30,,,43.7,1.97,0
MSME110662,T-90,507.77,1358183.24,,,0
MSME110662,T-60,514.17,1437640.88,,,0
MSME110662,T-30,474.22,1337196.56,,,0
MSME110663,T-90,112.63,207951.18,33.01,1.96,0
MSME110663,T-60,113.1,239028.21,33.02,1.82,0
MSME110663,T-30,114.19,230795.48,33.04,1.83,0
MSME110664,T-90,12.75,25515.07,,,0
MSME110664,T-60,12.2,25316.84,,,0
MSME110664,T-30,12.31,26239.8,,,0
MSME110665,T-90,,,,,0
MSME110665,T-60,,,,,0
MSME110665,T-30,,,,,0
MSME110666,T-90,12.55,19748.79,77.74,0.61,0
MSME110666,T-60,12.04,18918.0,88.78,0.62,0
MSME110666,T-30,11.92,21006.03,76.85,0.65,0
MSME110667,T-90,5.09,26846.47,,,0
MSME110667,T-60,4.99,27229.85,,,0
MSME110667,T-30,4.88,28170.94,,,0
MSME110668,T-90,11.38,22569.45,,,0
MSME110668,T-60,11.24,21902.44,,,0
MSME110668,T-30,11.29,22261.17,,,0
MSME110669,T-90,16.78,19362.03,75.52,1.13,0
MSME110669,T-60,17.16,20713.37,75.92,1.11,0
MSME110669,T-30,17.02,21428.51,64.44,1.14,0
