enterprise_id,segment,sector,years_in_operation,is_ntc,is_ntb,gst_registered,gst_filing_consistency_pct,gst_turnover_growth_rate,gst_avg_monthly_turnover_inr,gst_late_filing_count_12m,upi_available,upi_monthly_txn_count,upi_avg_inflow_inr,upi_inflow_volatility,upi_bounce_rate_pct,aa_consent_given,aa_avg_bank_balance_inr,aa_trade_payable_days,aa_cash_flow_ratio,aa_emi_to_inflow_ratio,aa_overdraft_utilization_pct,epfo_registered,epfo_employee_count,epfo_contribution_consistency_pct,epfo_avg_wage_inr,epfo_employee_growth_rate,default_flag,gst_score,upi_score,aa_score,epfo_score,overall_health_score,risk_tier
MSME108899,Micro,Trading/Retail,5.3,0,1,0,,,,,0,,,,,1,21200.0,86.3,0.52,0.504,65.6,0,,,,,1,,,39.8,,39.8,High Risk
MSME108900,Micro,Services,10.6,0,0,1,53.2,14.42,29700.0,1.0,1,3.0,21100.0,0.41,10.6,1,8700.0,59.7,0.49,0.347,41.4,0,,,,,0,58.9,45.8,53.2,,53.0,Moderate Risk
MSME108901,Small,Services,7.7,0,1,0,,,,,0,,,,,1,7200.0,72.7,0.03,0.46,54.1,0,,,,,0,,,41.9,,41.9,Moderate Risk
MSME108902,Small,Trading/Retail,4.4,0,0,1,42.8,-0.3,226000.0,1.0,1,56.0,153100.0,0.331,10.28,0,,,,,,0,,,,,0,49.3,49.0,,,49.2,Moderate Risk
MSME108903,Micro,Construction,4.8,0,1,1,50.2,15.05,31800.0,5.0,1,8.0,23700.0,0.237,7.75,0,,,,,,0,,,,,0,47.6,52.8,,,50.0,Moderate Risk
MSME108904,Medium,Trading/Retail,5.9,0,1,0,,,,,0,,,,,0,,,,,,1,49.0,11.0,14400.0,8.44,1,,,,23.4,23.4,High Risk
MSME108905,Micro,Trading/Retail,5.6,0,0,0,,,,,1,11.0,27300.0,0.336,11.12,1,14400.0,58.6,1.14,0.261,55.2,1,6.0,25.7,15900.0,-0.02,0,,47.3,57.8,27.4,47.5,Moderate Risk
MSME108906,Micro,Textile,5.9,0,0,0,,,,,1,5.0,16000.0,0.738,15.43,1,13500.0,107.4,0.25,0.574,71.2,0,,,,,0,,33.2,31.1,,32.1,High Risk
MSME108907,Small,Textile,9.4,0,0,1,94.5,17.65,494400.0,1.0,1,149.0,470600.0,0.184,7.78,0,,,,,,0,,,,,0,80.5,56.5,,,69.6,Low Risk
MSME108908,Micro,Trading/Retail,1.8,1,0,1,5.0,-20.43,33600.0,7.0,1,7.0,16000.0,0.572,22.02,0,,,,,,0,,,,,0,9.4,31.7,,,19.5,High Risk
MSME108909,Micro,Food Processing,7.7,0,0,1,61.6,7.42,47600.0,2.0,1,13.0,29900.0,0.494,3.78,0,,,,,,0,,,,,0,58.5,49.8,,,54.5,Moderate Risk
MSME108910,Micro,Trading/Retail,8.3,0,0,0,,,,,1,8.0,31200.0,0.414,14.03,0,,,,,,0,,,,,0,,42.8,,,42.8,Moderate Risk
MSME108911,Micro,Construction,18.4,0,0,0,,,,,0,,,,,1,20900.0,31.7,1.82,0.132,7.4,0,,,,,0,,,80.6,,80.6,Prime
MSME108912,Small,Services,5.1,1,1,0,,,,,0,,,,,0,,,,,,1,26.0,42.5,15300.0,-1.49,0,,,,34.9,34.9,High Risk
MSME108913,Micro,Construction,7.6,0,0,0,,,,,1,16.0,17900.0,0.449,12.83,0,,,,,,0,,,,,0,,43.1,,,43.1,Moderate Risk
MSME108914,Micro,Manufacturing,10.5,0,1,0,,,,,1,7.0,24400.0,0.507,10.42,0,,,,,,0,,,,,0,,43.5,,,43.5,Moderate Risk
MSME108915,Micro,Manufacturing,7.5,0,1,1,46.0,6.66,53900.0,4.0,1,10.0,34200.0,0.202,5.55,0,,,,,,0,,,,,0,45.5,55.6,,,50.1,Moderate Risk
MSME108916,Micro,Textile,0.8,1,1,1,13.9,-0.84,32500.0,3.0,1,5.0,15900.0,0.372,13.82,0,,,,,,0,,,,,0,29.7,44.0,,,36.2,High Risk
MSME108917,Micro,Trading/Retail,0.9,1,0,0,,,,,0,,,,,0,,,,,,0,,,,,1,,,,,,
MSME108918,Small,Trading/Retail,4.8,0,1,0,,,,,1,9.0,18200.0,0.557,11.48,0,,,,,,1,23.0,8.5,14500.0,1.7,0,,41.4,,19.1,33.0,High Risk
MSME108919,Small,Manufacturing,5.5,0,1,1,83.5,19.94,382800.0,5.0,1,138.0,228200.0,0.144,6.4,1,185400.0,36.6,1.64,0.335,29.2,0,,,,,0,65.7,58.6,68.5,,64.6,Low Risk
MSME108920,Micro,Services,7.0,0,0,0,,,,,1,19.0,35600.0,0.525,9.34,0,,,,,,0,,,,,0,,44.2,,,44.2,Moderate Risk
MSME108921,Small,Trading/Retail,1.7,1,1,1,6.8,5.86,276000.0,3.0,0,,,,,0,,,,,,0,,,,,0,28.2,,,,28.2,High Risk
MSME108922,Micro,Services,8.5,0,0,1,46.4,12.65,47100.0,7.0,0,,,,,1,21700.0,51.2,1.04,0.365,46.1,0,,,,,0,40.0,,57.3,,48.6,Moderate Risk
MSME108923,Micro,Manufacturing,1.7,1,1,0,,,,,1,8.0,25500.0,0.559,18.12,0,,,,,,0,,,,,1,,35.5,,,35.5,High Risk
MSME108924,Micro,Food Processing,7.5,0,1,1,23.4,-6.0,28200.0,5.0,1,7.0,14000.0,0.294,8.53,1,8300.0,75.8,0.68,0.487,74.9,0,,,,,0,27.9,50.6,41.4,,39.3,High Risk
MSME108925,Micro,Agriculture & Allied,2.3,1,0,1,5.0,-8.36,30400.0,4.0,1,5.0,14700.0,0.438,22.18,0,,,,,,0,,,,,1,20.5,35.0,,,27.1,High Risk
MSME108926,Small,Services,8.2,1,0,1,5.0,8.93,196600.0,8.0,0,,,,,0,,,,,,1,21.0,16.4,9800.0,-12.62,0,15.7,,,14.6,15.3,High Risk
MSME108927,Medium,Services,10.6,0,0,1,70.2,5.16,2363700.0,3.0,0,,,,,0,,,,,,0,,,,,0,59.6,,,,59.6,Moderate Risk
MSME108928,Micro,Services,2.8,0,0,1,20.4,-3.87,40100.0,3.0,1,9.0,16200.0,0.551,12.51,1,13100.0,76.6,0.37,0.411,53.1,0,,,,,0,32.0,40.6,45.3,,39.2,High Risk
MSME108929,Micro,Trading/Retail,7.4,0,1,0,,,,,1,14.0,20800.0,0.173,11.2,0,,,,,,0,,,,,0,,51.5,,,51.5,Moderate Risk
MSME108930,Micro,Construction,6.2,0,0,0,,,,,1,14.0,33700.0,0.611,8.07,1,21700.0,101.8,0.16,0.405,64.3,1,0.0,44.1,12300.0,-9.97,0,,43.1,37.3,30.6,37.9,High Risk
MSME108931,Micro,Agriculture & Allied,2.7,1,1,0,,,,,1,9.0,21500.0,0.661,19.65,0,,,,,,0,,,,,1,,31.6,,,31.6,High Risk
MSME108932,Micro,Textile,1.6,0,0,1,16.8,21.95,43100.0,2.0,1,14.0,26800.0,0.562,11.06,1,9900.0,81.4,0.88,0.51,46.2,0,,,,,0,40.5,41.7,47.0,,43.1,Moderate Risk
MSME108933,Medium,Agriculture & Allied,8.7,0,0,0,,,,,1,16.0,42100.0,0.02,5.24,1,33200.0,48.1,1.37,0.333,29.3,0,,,,,0,,60.6,64.6,,62.8,Low Risk
MSME108934,Small,Services,16.7,0,0,1,92.8,-17.34,356900.0,0.0,1,115.0,281300.0,0.31,0.0,1,89900.0,27.7,1.87,0.215,12.1,1,25.0,97.2,17100.0,3.64,0,71.7,59.6,78.4,65.3,69.7,Low Risk
MSME108935,Medium,Food Processing,4.4,0,0,1,68.2,1.7,1569400.0,3.0,0,,,,,0,,,,,,1,88.0,37.7,14000.0,-10.13,0,57.6,,,28.0,47.7,Moderate Risk
MSME108936,Micro,Trading/Retail,0.8,1,0,0,,,,,0,,,,,0,,,,,,0,,,,,0,,,,,,
MSME108937,Micro,IT/ITES,0.4,1,1,1,5.0,-5.06,32700.0,2.0,1,4.0,17400.0,0.456,13.55,0,,,,,,0,,,,,1,26.5,42.1,,,33.6,High Risk
MSME108938,Micro,Services,5.8,0,1,1,18.2,-10.88,32200.0,5.0,1,7.0,18700.0,0.362,11.66,1,10200.0,86.6,0.08,0.533,59.5,0,,,,,0,23.8,46.1,36.8,,34.9,High Risk
MSME108939,Medium,Manufacturing,1.3,0,1,1,47.7,11.87,1716900.0,1.0,1,367.0,970900.0,0.468,7.33,1,540000.0,61.2,0.56,0.363,57.0,0,,,,,0,55.4,53.5,49.9,,52.9,Moderate Risk
MSME108940,Micro,Textile,1.0,0,0,0,,,,,0,,,,,1,8000.0,73.7,-0.24,0.61,73.3,0,,,,,0,,,31.8,,31.8,High Risk
MSME108941,Micro,Services,2.7,1,0,1,53.3,5.13,40800.0,3.0,1,8.0,20800.0,0.221,12.07,1,14400.0,65.1,0.56,0.41,40.4,0,,,,,0,51.2,49.4,51.3,,50.7,Moderate Risk
MSME108942,Micro,Agriculture & Allied,8.5,0,1,1,84.9,16.67,40700.0,3.0,1,13.0,27900.0,0.267,5.55,0,,,,,,0,,,,,0,70.5,54.0,,,63.0,Low Risk
MSME108943,Small,Construction,8.0,0,0,1,97.3,1.62,284800.0,1.0,1,103.0,212600.0,0.02,1.23,1,171200.0,27.9,1.73,0.079,24.3,0,,,,,0,77.1,65.6,78.6,,74.2,Low Risk
MSME108944,Small,Textile,8.9,0,0,1,49.4,-4.9,388100.0,3.0,1,111.0,324800.0,0.24,5.3,1,175400.0,62.0,0.91,0.293,8.4,0,,,,,0,46.2,56.6,64.0,,55.5,Moderate Risk
MSME108945,Small,Services,3.5,1,0,0,,,,,1,12.0,29700.0,0.284,10.2,1,18500.0,64.3,0.23,0.316,41.1,1,16.0,30.1,12900.0,11.45,0,,49.5,51.3,33.8,46.9,Moderate Risk
MSME108946,Micro,Services,3.8,1,0,0,,,,,1,16.0,14800.0,0.487,11.95,0,,,,,,1,3.0,5.0,8500.0,-7.26,1,,42.9,,10.9,30.9,High Risk
MSME108947,Small,Construction,11.1,0,0,1,33.7,5.56,364200.0,3.0,1,79.0,266400.0,0.231,9.26,0,,,,,,1,25.0,44.1,18800.0,-5.14,0,41.5,52.8,,35.4,44.2,Moderate Risk
MSME108948,Micro,Trading/Retail,4.2,1,1,1,5.0,-1.79,44600.0,5.0,1,6.0,21000.0,0.627,13.56,0,,,,,,0,,,,,1,20.0,37.7,,,28.0,High Risk
MSME108949,Micro,Trading/Retail,1.6,0,1,0,,,,,1,4.0,27100.0,0.315,10.72,0,,,,,,0,,,,,1,,48.1,,,48.1,Moderate Risk
MSME108950,Micro,IT/ITES,2.8,0,1,1,56.0,-2.6,42400.0,2.0,1,12.0,30800.0,0.02,9.69,1,9400.0,58.7,0.47,0.235,46.1,0,,,,,0,52.7,56.6,55.3,,54.8,Moderate Risk
MSME108951,Micro,Agriculture & Allied,9.0,0,1,1,80.3,3.82,56300.0,5.0,1,18.0,29100.0,0.185,3.89,1,20400.0,37.7,1.08,0.394,22.8,0,,,,,0,59.3,57.6,63.8,,60.4,Low Risk
MSME108952,Micro,IT/ITES,7.3,0,1,1,22.9,3.05,28700.0,6.0,1,2.0,12600.0,0.329,9.19,0,,,,,,1,4.0,23.3,12700.0,0.96,0,27.9,49.1,,25.4,34.9,High Risk
MSME108953,Medium,Trading/Retail,4.7,0,0,1,62.4,5.31,1759400.0,1.0,0,,,,,1,790400.0,87.6,0.72,0.477,42.4,0,,,,,0,60.8,,46.4,,53.6,Moderate Risk
MSME108954,Micro,Manufacturing,1.2,1,1,1,5.0,-16.57,27700.0,2.0,1,3.0,8800.0,0.352,15.82,0,,,,,,0,,,,,1,23.0,42.7,,,32.0,High Risk
MSME108955,Micro,Agriculture & Allied,7.2,0,1,1,5.0,-12.53,25900.0,6.0,1,6.0,12800.0,0.793,11.38,1,4600.0,99.8,0.16,0.561,88.7,0,,,,,0,14.2,35.4,28.6,,25.5,High Risk
MSME108956,Small,Trading/Retail,4.0,0,0,0,,,,,0,,,,,0,,,,,,0,,,,,0,,,,,,
MSME108957,Small,Services,1.6,0,1,1,51.4,9.8,331300.0,5.0,1,85.0,175100.0,0.328,7.23,0,,,,,,0,,,,,0,46.6,52.2,,,49.1,Moderate Risk
MSME108958,Micro,Manufacturing,8.8,0,1,0,,,,,1,13.0,24400.0,0.48,12.27,1,15800.0,83.4,0.15,0.528,66.2,0,,,,,0,,42.7,36.7,,39.4,High Risk
MSME108959,Micro,Textile,4.2,0,0,0,,,,,1,6.0,21300.0,0.41,17.7,0,,,,,,1,4.0,5.2,13100.0,9.3,0,,39.6,,20.4,32.4,High Risk
MSME108960,Micro,Services,5.6,0,0,1,68.4,2.49,40000.0,0.0,1,14.0,25500.0,0.153,9.41,0,,,,,,1,9.0,90.4,13000.0,0.87,0,65.4,53.5,,59.1,59.8,Moderate Risk
MSME108961,Micro,Manufacturing,12.2,0,0,1,82.3,-10.4,29400.0,4.0,1,5.0,15700.0,0.24,9.69,0,,,,,,0,,,,,0,58.5,50.9,,,55.0,Moderate Risk
MSME108962,Small,Services,6.7,0,0,1,91.0,-1.08,383800.0,1.0,1,123.0,367600.0,0.19,0.22,1,182800.0,44.4,1.35,0.174,14.3,1,29.0,96.0,17800.0,9.24,0,73.2,62.6,72.3,67.6,69.4,Low Risk
MSME108963,Micro,Trading/Retail,8.4,0,1,0,,,,,1,9.0,21600.0,0.722,16.07,1,16100.0,81.7,0.47,0.47,74.3,0,,,,,0,,33.2,39.3,,36.5,High Risk
MSME108964,Micro,Construction,5.3,0,0,0,,,,,1,16.0,38100.0,0.233,0.72,0,,,,,,0,,,,,0,,59.1,,,59.1,Moderate Risk
MSME108965,Micro,Food Processing,9.6,1,1,0,,,,,0,,,,,1,16000.0,81.8,0.23,0.63,76.4,0,,,,,0,,,32.8,,32.8,High Risk
MSME108966,Micro,Services,2.0,1,0,0,,,,,1,10.0,23600.0,0.511,10.63,1,13000.0,80.2,0.39,0.625,65.0,0,,,,,0,,43.3,36.7,,39.7,High Risk
MSME108967,Micro,Manufacturing,1.2,1,1,0,,,,,1,5.0,24100.0,0.507,25.22,0,,,,,,1,2.0,5.0,12000.0,-4.72,1,,30.6,,13.4,24.2,High Risk
MSME108968,Small,Manufacturing,1.8,0,1,0,,,,,1,7.0,27600.0,0.325,9.38,1,7200.0,96.3,1.21,0.702,37.0,1,18.0,12.8,16000.0,-1.99,0,,49.1,43.6,20.1,40.5,Moderate Risk
MSME108969,Micro,Trading/Retail,3.8,0,0,1,18.5,2.43,32400.0,3.0,1,9.0,16400.0,0.511,7.06,0,,,,,,0,,,,,0,33.0,46.4,,,39.1,High Risk
MSME108970,Small,Agriculture & Allied,8.4,0,0,1,74.4,7.76,252300.0,2.0,1,54.0,126900.0,0.25,11.37,0,,,,,,0,,,,,0,65.0,50.1,,,58.2,Moderate Risk
MSME108971,Micro,Manufacturing,3.4,0,1,1,44.4,-3.48,42300.0,7.0,1,14.0,27100.0,0.423,15.45,1,16000.0,70.7,0.28,0.429,38.4,0,,,,,0,34.2,41.4,48.1,,41.2,Moderate Risk
MSME108972,Small,Services,8.2,0,0,0,,,,,1,11.0,34100.0,0.317,8.97,1,20000.0,59.8,0.56,0.299,52.9,0,,,,,0,,49.7,52.7,,51.3,Moderate Risk
MSME108973,Micro,Manufacturing,5.9,1,0,0,,,,,1,10.0,27500.0,0.383,12.06,0,,,,,,0,,,,,1,,45.3,,,45.3,Moderate Risk
MSME108974,Micro,IT/ITES,18.6,0,1,1,76.6,4.55,51800.0,4.0,1,9.0,39800.0,0.163,3.24,0,,,,,,0,,,,,0,60.2,58.6,,,59.5,Moderate Risk
MSME108975,Micro,Construction,6.0,0,1,0,,,,,1,7.0,23100.0,0.731,16.79,1,12300.0,74.5,0.39,0.477,59.0,0,,,,,0,,32.3,42.9,,38.1,High Risk
MSME108976,Micro,Trading/Retail,3.1,0,1,0,,,,,1,7.0,32400.0,0.484,11.8,0,,,,,,0,,,,,0,,42.9,,,42.9,Moderate Risk
MSME108977,Small,Services,7.6,0,0,1,27.9,10.22,315900.0,3.0,1,73.0,206100.0,0.319,8.59,1,130400.0,52.6,0.73,0.361,48.8,0,,,,,0,40.0,51.1,54.3,,48.3,Moderate Risk
MSME108978,Small,Services,5.5,1,0,1,33.7,-0.32,235600.0,7.0,0,,,,,1,58400.0,73.0,0.6,0.469,49.5,0,,,,,0,29.8,,46.8,,38.3,High Risk
MSME108979,Small,Construction,2.0,1,0,1,19.0,10.08,197500.0,7.0,1,30.0,99700.0,0.482,19.62,1,31500.0,97.3,-0.01,0.474,59.0,1,10.0,5.0,17100.0,-6.54,1,25.5,36.5,36.0,14.5,29.8,High Risk
MSME108980,Micro,IT/ITES,4.6,0,1,1,61.0,10.46,57700.0,2.0,1,18.0,39400.0,0.286,5.15,1,28800.0,52.9,1.24,0.22,14.9,0,,,,,0,59.1,54.0,68.7,,61.0,Low Risk
MSME108981,Micro,Construction,4.6,0,0,1,29.3,-4.83,47500.0,6.0,1,7.0,19200.0,0.343,11.94,0,,,,,,0,,,,,0,28.7,46.4,,,36.7,High Risk
MSME108982,Small,Textile,4.8,1,1,0,,,,,1,6.0,17800.0,0.548,18.54,0,,,,,,0,,,,,0,,35.4,,,35.4,High Risk
MSME108983,Small,Services,2.1,0,1,0,,,,,0,,,,,1,22600.0,93.4,0.35,0.553,52.1,0,,,,,0,,,38.6,,38.6,High Risk
MSME108984,Micro,Manufacturing,16.9,0,0,1,82.5,18.8,51100.0,1.0,1,14.0,47800.0,0.117,3.84,0,,,,,,0,,,,,0,74.9,59.3,,,67.8,Low Risk
MSME108985,Small,Food Processing,1.3,1,0,0,,,,,1,14.0,24900.0,0.277,10.61,0,,,,,,0,,,,,0,,49.3,,,49.3,Moderate Risk
MSME108986,Micro,Construction,12.4,0,0,1,13.1,-1.64,30300.0,2.0,1,5.0,15700.0,0.512,10.73,0,,,,,,0,,,,,0,31.6,43.1,,,36.8,High Risk
MSME108987,Medium,Trading/Retail,5.2,0,0,1,75.2,4.15,1585100.0,1.0,0,,,,,1,831200.0,50.9,0.77,0.474,41.7,1,87.0,50.7,19100.0,-7.36,0,66.8,,53.3,37.8,55.6,Moderate Risk
MSME108988,Micro,Services,2.4,1,1,1,37.3,-11.92,28600.0,6.0,1,2.0,13800.0,0.411,14.47,0,,,,,,0,,,,,0,30.6,42.4,,,36.0,High Risk
MSME108989,Micro,Trading/Retail,15.1,0,1,1,86.7,17.85,35900.0,3.0,1,12.0,18600.0,0.109,2.91,1,10300.0,52.6,0.77,0.183,35.1,0,,,,,0,71.7,60.3,62.2,,65.0,Low Risk
MSME108990,Small,Trading/Retail,0.2,1,1,1,5.7,19.98,260800.0,8.0,1,44.0,122500.0,0.542,12.83,0,,,,,,0,,,,,1,19.3,41.2,,,29.3,High Risk
MSME108991,Micro,Agriculture & Allied,2.4,1,0,0,,,,,1,8.0,24800.0,0.587,19.65,0,,,,,,0,,,,,0,,33.4,,,33.4,High Risk
MSME108992,Micro,Trading/Retail,4.4,1,1,1,5.3,-4.04,29300.0,4.0,1,5.0,10600.0,0.747,15.4,1,6600.0,100.2,-0.67,0.635,71.2,0,,,,,1,21.9,33.0,23.8,,25.8,High Risk
MSME108993,Micro,Textile,2.7,1,0,1,77.7,-4.26,40100.0,2.0,1,12.0,22200.0,0.224,7.39,1,17100.0,38.5,0.99,0.215,23.1,0,,,,,0,63.1,53.5,67.8,,61.9,Low Risk
MSME108994,Micro,Manufacturing,4.8,0,0,0,,,,,1,11.0,22800.0,0.399,14.14,0,,,,,,0,,,,,0,,43.1,,,43.1,Moderate Risk
MSME108995,Medium,Food Processing,7.9,0,1,1,95.3,-15.36,2423000.0,1.0,0,,,,,1,1196400.0,34.6,1.54,0.02,15.8,0,,,,,0,71.0,,79.3,,75.2,Low Risk
MSME108996,Small,Agriculture & Allied,1.6,0,0,0,,,,,0,,,,,0,,,,,,0,,,,,0,,,,,,
MSME108997,Micro,Construction,6.2,0,1,0,,,,,1,6.0,28100.0,0.24,10.98,0,,,,,,0,,,,,0,,49.8,,,49.8,Moderate Risk
MSME108998,Medium,Textile,8.5,0,1,1,61.9,-4.29,2520900.0,3.0,1,625.0,1848200.0,0.177,8.28,0,,,,,,1,96.0,61.8,14600.0,2.56,0,52.7,64.6,,46.2,55.6,Moderate Risk
MSME108999,Small,Manufacturing,1.8,1,0,1,22.9,2.44,272900.0,1.0,0,,,,,1,133000.0,76.2,0.64,0.432,40.5,0,,,,,0,40.2,,49.3,,44.8,Moderate Risk
MSME109000,Small,Manufacturing,5.8,0,1,0,,,,,0,,,,,1,12700.0,64.6,0.69,0.49,49.8,0,,,,,0,,,48.3,,48.3,Moderate Risk
MSME109001,Micro,Construction,4.5,0,0,1,5.0,1.95,32800.0,5.0,1,5.0,16200.0,0.594,9.9,0,,,,,,0,,,,,1,21.1,41.7,,,30.5,High Risk
MSME109002,Micro,Construction,2.2,1,0,0,,,,,1,7.0,23000.0,0.857,17.81,1,14000.0,99.5,0.18,0.5,69.3,0,,,,,0,,28.2,34.3,,31.5,High Risk
MSME109003,Micro,Construction,2.4,0,0,0,,,,,1,9.0,25300.0,0.66,9.96,0,,,,,,0,,,,,1,,40.1,,,40.1,Moderate Risk
MSME109004,Micro,Construction,2.4,0,1,1,12.4,-8.11,38800.0,5.0,1,8.0,22100.0,0.523,12.42,0,,,,,,0,,,,,1,21.8,41.4,,,30.7,High Risk
MSME109005,Small,Trading/Retail,3.5,0,1,1,11.9,-10.68,227700.0,5.0,1,33.0,99100.0,0.561,19.24,0,,,,,,1,17.0,12.8,13200.0,5.15,0,20.7,34.9,,22.3,26.1,High Risk
MSME109006,Micro,Manufacturing,3.6,1,0,0,,,,,1,8.0,22900.0,0.695,10.14,0,,,,,,1,7.0,26.6,9500.0,-1.59,0,,39.0,,24.7,33.6,High Risk
MSME109007,Micro,Agriculture & Allied,12.7,0,0,1,39.9,3.87,40800.0,1.0,1,10.0,18200.0,0.072,6.37,0,,,,,,0,,,,,0,49.1,58.2,,,53.2,Moderate Risk
MSME109008,Small,Services,6.6,0,0,1,93.1,-13.43,358200.0,1.0,1,117.0,309200.0,0.261,8.08,1,159500.0,43.1,1.56,0.152,14.3,0,,,,,0,70.5,53.8,74.7,,67.1,Low Risk
MSME109009,Micro,Construction,6.7,0,0,0,,,,,1,4.0,23400.0,0.545,13.2,0,,,,,,0,,,,,0,,40.1,,,40.1,Moderate Risk
MSME109010,Micro,Services,5.6,0,0,1,86.6,-7.03,42100.0,0.0,1,7.0,26500.0,0.142,3.38,0,,,,,,0,,,,,0,71.7,59.0,,,65.9,Low Risk
MSME109011,Small,Agriculture & Allied,6.0,0,0,1,44.4,2.52,382300.0,8.0,1,84.0,228800.0,0.244,8.78,1,170800.0,46.2,0.92,0.413,44.5,0,,,,,0,33.5,53.0,56.3,,47.3,Moderate Risk
MSME109012,Small,Textile,7.0,0,0,0,,,,,1,9.0,22700.0,0.394,14.22,1,20300.0,82.2,0.92,0.47,56.9,0,,,,,0,,43.1,46.1,,44.7,Moderate Risk
MSME109013,Micro,Manufacturing,1.9,1,1,0,,,,,1,12.0,18200.0,0.463,15.79,0,,,,,,0,,,,,0,,40.0,,,40.0,High Risk
MSME109014,Medium,Agriculture & Allied,4.7,0,0,0,,,,,1,8.0,34600.0,0.532,6.35,1,15700.0,88.1,-0.53,0.549,66.0,1,73.0,33.7,13700.0,7.75,0,,46.5,30.3,34.2,36.9,High Risk
MSME109015,Small,Manufacturing,2.5,1,1,1,7.1,-10.64,208200.0,7.0,1,37.0,102200.0,0.54,14.93,1,56600.0,100.3,-0.17,0.615,68.2,0,,,,,0,13.4,39.3,28.7,,26.4,High Risk
MSME109016,Small,Services,10.0,0,1,1,69.0,-3.74,279700.0,2.0,1,65.0,183800.0,0.415,9.34,1,165200.0,66.2,1.0,0.179,36.1,1,28.0,33.0,12900.0,4.78,0,58.9,47.8,61.5,32.1,52.9,Moderate Risk
MSME109017,Micro,Textile,3.3,1,0,1,12.3,-11.92,39000.0,3.0,0,,,,,1,9800.0,85.6,0.18,0.646,71.6,1,4.0,5.0,10300.0,-2.25,0,25.6,,32.3,13.9,25.9,High Risk
MSME109018,Small,Manufacturing,7.1,0,0,1,54.0,3.37,359500.0,1.0,1,95.0,250500.0,0.353,7.29,0,,,,,,0,,,,,0,56.0,51.7,,,54.0,Moderate Risk
MSME109019,Small,Manufacturing,8.0,0,0,1,72.4,-1.33,207400.0,2.0,1,46.0,91100.0,0.415,3.23,1,76400.0,64.2,0.28,0.486,45.0,0,,,,,0,61.3,52.9,46.4,,53.6,Moderate Risk
MSME109020,Micro,Food Processing,6.3,0,1,0,,,,,1,11.0,27100.0,0.706,11.16,1,17100.0,82.4,0.03,0.242,61.1,0,,,,,0,,37.9,44.7,,41.6,Moderate Risk
MSME109021,Medium,IT/ITES,5.8,0,0,1,77.5,18.16,2399100.0,1.0,1,738.0,2114400.0,0.186,6.66,0,,,,,,1,111.0,83.2,17600.0,13.98,0,72.2,67.8,,63.3,68.7,Low Risk
MSME109022,Small,Trading/Retail,5.1,0,0,1,62.0,0.17,345800.0,1.0,0,,,,,1,141900.0,65.7,1.25,0.203,50.9,1,43.0,66.8,15900.0,-8.22,0,59.1,,59.8,44.2,56.4,Moderate Risk
MSME109023,Micro,Construction,8.3,0,0,0,,,,,1,3.0,23100.0,0.551,15.28,1,9800.0,94.3,0.08,0.517,71.5,0,,,,,0,,38.1,33.5,,35.6,High Risk
MSME109024,Small,Services,2.6,1,1,1,5.0,3.65,202100.0,6.0,1,26.0,105200.0,0.695,12.17,0,,,,,,1,23.0,10.9,14400.0,-3.81,1,19.1,37.6,,17.7,25.4,High Risk
MSME109025,Micro,Manufacturing,6.6,0,0,1,19.1,0.15,24100.0,5.0,1,6.0,12400.0,0.652,6.66,0,,,,,,0,,,,,0,27.6,43.1,,,34.6,High Risk
MSME109026,Small,Construction,0.9,1,0,1,23.0,-7.0,279300.0,4.0,1,71.0,117100.0,0.454,16.78,0,,,,,,0,,,,,0,29.9,40.4,,,34.7,High Risk
MSME109027,Small,Services,3.1,1,0,1,5.0,0.79,178200.0,4.0,1,33.0,88100.0,0.589,15.25,1,42200.0,89.1,-0.21,0.629,61.2,0,,,,,1,23.2,37.7,31.3,,30.3,High Risk
MSME109028,Micro,Construction,3.5,1,1,1,5.0,-13.51,26700.0,9.0,1,5.0,9800.0,0.804,16.3,0,,,,,,0,,,,,0,8.9,30.8,,,18.9,High Risk
MSME109029,Micro,Construction,1.4,1,0,0,,,,,0,,,,,0,,,,,,0,,,,,1,,,,,,
MSME109030,Micro,IT/ITES,5.8,0,1,1,12.1,-0.79,29200.0,3.0,1,3.0,18400.0,0.386,9.37,0,,,,,,0,,,,,1,28.8,47.5,,,37.3,High Risk
MSME109031,Small,Textile,2.8,1,0,1,36.7,0.67,278200.0,5.0,1,36.0,131500.0,0.807,11.81,1,55800.0,73.6,0.46,0.752,58.3,0,,,,,0,36.6,35.2,36.3,,36.1,High Risk
MSME109032,Micro,Trading/Retail,11.4,0,1,1,67.8,2.93,56700.0,4.0,1,12.0,40200.0,0.357,6.3,0,,,,,,0,,,,,0,55.3,51.0,,,53.3,Moderate Risk
MSME109033,Small,Construction,4.2,0,1,1,29.8,11.87,280900.0,2.0,0,,,,,0,,,,,,1,13.0,39.3,13800.0,-3.31,0,44.0,,,31.9,40.0,High Risk
MSME109034,Micro,Food Processing,7.9,0,1,0,,,,,1,9.0,26600.0,0.443,15.75,1,13600.0,101.1,0.69,0.355,57.2,0,,,,,0,,40.5,44.2,,42.5,Moderate Risk
MSME109035,Micro,Trading/Retail,10.1,0,0,0,,,,,1,12.0,29400.0,0.342,6.27,1,24300.0,56.7,1.15,0.3,30.2,1,4.0,83.4,18300.0,9.77,0,,51.5,62.1,61.7,58.2,Moderate Risk
